% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 13 2024, 15:21
% Table:              Tabelle 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9704080314640663+2.886891785851947E-7i
0.1263848202934298                                0.970408032843041+3.648421849196936E-7i
0.15973122800602543                               0.9704080350451706+4.61070614766886E-7i
0.2018760254679039                                0.9704080385610097+5.826536522060724E-7i
0.25514065200312885                               0.9704080441736698+7.362454954872394E-7i
0.32245905452963947                               0.9704080531296202+9.302201985480838E-7i
0.4075392965871777                                0.9704080674126917+1.1750897664171151E-6i
0.5150678076168125                                0.9704080901710457+1.4839979732447617E-6i
0.6509675230458171                                0.9704081263851881+1.8732779336398756E-6i
0.822724134170047                                 0.9704081838942825+2.3630317148875395E-6i
1.03979841848149                                  0.9704082749578786+2.9776329478287157E-6i
1.3141473626117568                                0.970408418582632+3.745946663682363E-6i
1.6608827826277157                                0.9704086439173872+4.700856374584216E-6i
2.0991037201085545                                0.9704089950267757+5.877290327879786E-6i
2.6529484644318972                                0.9704095370731065+7.3072345048452465E-6i
3.3529241492495583                                0.9704103628734319+9.009288521257966E-6i
4.237587160604064                                 0.9704115962539839+1.0969834223377973E-5i
5.355666917706899                                 0.9704133842209507+1.3114640851844612E-5i
6.768750009458534                                 0.9704158653268555+1.5277235638917287E-5i
8.554672535565684                                 0.9704191046818861+1.7186389815584242E-5i
10.811807510766078                                0.9704230110258925+1.8509713397091718E-5i
13.664483492953257                                0.9704272950579491+1.8970697538019685E-5i
17.26983290659436                                 0.9704315361858374+1.8484325283082043E-5i
21.826447283974872                                0.9704353419693731+1.7203006057747465E-5i
27.58531617629184                                 0.9704384860871177+1.5429748493579184E-5i
34.863652276780876                                0.9704409343140835+1.3476845159033396E-5i
44.06236427773573                                 0.970442778676173+1.157158140125047E-5i
55.68813990945273                                 0.9704441545165734+9.837630683053627E-6i
70.38135554931561                                 0.9704451878385298+8.321117167859076E-6i
88.95134973108236                                 0.9704459769200593+7.024034971807904E-6i
112.42100350620873                                0.97044659247464+5.92766895674965E-6i
142.08308325339223                                0.9704470830470739+5.005763026629492E-6i
179.5714494371641                                 0.9704474808634626+4.231700601575557E-6i
226.9510536694671                                 0.9704478071944864+3.581966654851463E-6i
286.83168133420116                                0.9704480765142918+3.0371059435419242E-6i
362.51170499885353                                0.9704482991976123+2.5814674479111313E-6i
458.1597669054491                                 0.9704484830999919+2.2026086113946194E-6i
579.0443980602489                                 0.9704486344337905+1.890720873783861E-6i
731.8242219076182                                 0.970448758238058+1.6382033478596199E-6i
924.9147277217335                                 0.9704488586410003+1.4394034526879466E-6i
1168.9518164985777                                0.9704489390374779+1.2904936425674161E-6i
1477.3776525985127                                0.970449002231054+1.1894433276684345E-6i
1867.1810912919207                                0.9704490505592137+1.1360589001048828E-6i
2359.8334667821937                                0.9704490859928522+1.1320878292614921E-6i
2982.471286216894                                 0.9704491102049155+1.1814009075552164E-6i
3769.3909753883636                                0.970449124610057+1.2902788815016937E-6i
4763.938010401341                                 0.9704491303828536+1.4678327631856697E-6i
6020.894493336138                                 0.9704491284666378+1.7265893704826443E-6i
7609.496685459883                                 0.9704491195850143+2.08327363445885E-6i
9617.248711152964                                 0.9704491042678118+2.5598267505604435E-6i
12154.742500762884                                0.9704490828945134+3.1847078773344428E-6i
15361.749466718296                                0.9704490557647445+3.994544229587415E-6i
19414.919457438817                                0.9704490231971978+5.036215676534616E-6i
24537.51106639822                                 0.970448985670131+6.36948555685991E-6i
31011.689265747817                                0.9704489440191232+8.070323921375707E-6i
39194.06774847221                                 0.9704488997277223+1.0235109592059487E-5i
49535.352089591805                                0.9704488553715944+1.298594719750249E-5i
62605.16572014828                                 0.9704488153175895+1.6477389413541515E-5i
79123.42618981327                                 0.9704487868334803+2.0904918902458073E-5i
100000                                            0.9704487818509951+2.6515624915292652E-5i
