% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 13 2024, 17:32
% Table:              Table 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9668386998372253+3.688132134906586E-7i
0.1263848202934298                                0.9668387016130564+4.6610128071750897E-7i
0.15973122800602543                               0.9668387044490939+5.890356030713706E-7i
0.2018760254679039                                0.9668387089768461+7.443595167084858E-7i
0.25514065200312885                               0.9668387162045147+9.405719195405103E-7i
0.32245905452963947                               0.9668387277371888+1.1883667375129444E-6i
0.4075392965871777                                0.9668387461278393+1.501164931485124E-6i
0.5150678076168125                                0.9668387754275082+1.8957411918284106E-6i
0.6509675230458171                                0.966838822040243+2.3929283386008937E-6i
0.822724134170047                                 0.9668388960385292+3.0183431947246737E-6i
1.03979841848149                                  0.9668390131522736+3.8030034716303317E-6i
1.3141473626117568                                0.9668391977212145+4.783569370733712E-6i
1.6608827826277157                                0.9668394869717951+6.001689671557043E-6i
2.0991037201085545                                0.966839936983845+7.501444664649827E-6i
2.6529484644318972                                0.9668406303631554+9.32301997962198E-6i
3.3529241492495583                                0.9668416843304263+1.1489607391306338E-5i
4.237587160604064                                 0.9668432548196426+1.3983911666131228E-5i
5.355666917706899                                 0.9668455267123616+1.671273586195649E-5i
6.768750009458534                                 0.9668486744168108+1.9467375830520424E-5i
8.554672535565684                                 0.9668527805926506+2.1907700897799654E-5i
10.811807510766078                                0.9668577320929622+2.3616461060998952E-5i
13.664483492953257                                0.9668631673804222+2.4245869343860414E-5i
17.26983290659436                                 0.9668685598954277+2.3687770318675894E-5i
21.826447283974872                                0.9668734179085638+2.213151395726836E-5i
27.58531617629184                                 0.9668774576979363+1.9955165385474726E-5i
34.863652276780876                                0.96688063613108+1.7548034145124965E-5i
44.06236427773573                                 0.9668830675750183+1.5192292921233711E-5i
55.68813990945273                                 0.9668849193129258+1.3040245571134164E-5i
70.38135554931561                                 0.9668863457373069+1.1148010945167548E-5i
88.95134973108236                                 0.9668874662482905+9.517823347928441E-6i
112.42100350620873                                0.9668883661713618+8.126967897947024E-6i
142.08308325339223                                0.9668891035858687+6.943786825694478E-6i
179.5714494371641                                 0.966889716553727+5.936549268545882E-6i
226.9510536694671                                 0.9668902299132599+5.077764014141782E-6i
286.83168133420116                                0.9668906606008075+4.345237942721382E-6i
362.51170499885353                                0.9668910210474254+3.7215690672004683E-6i
458.1597669054491                                 0.9668913211059927+3.1932395453996974E-6i
579.0443980602489                                 0.9668915690550683+2.749773193137071E-6i
731.8242219076182                                 0.966891772063248+2.3831241895573228E-6i
924.9147277217335                                 0.966891936389502+2.0873258158055144E-6i
1168.9518164985777                                0.9668920674897474+1.8583518935288056E-6i
1477.3776525985127                                0.966892170105804+1.6941235202873879E-6i
1867.1810912919207                                0.9668922483584304+1.5946119619530876E-6i
2359.8334667821937                                0.9668923058293265+1.5620219920932166E-6i
2982.471286216894                                 0.9668923456173526+1.601070428905151E-6i
3769.3909753883636                                0.9668923703672725+1.719393548583755E-6i
4763.938010401341                                 0.9668923822784952+1.9281229027774607E-6i
6020.894493336138                                 0.9668923831119203+2.242668809640357E-6i
7609.496685459883                                 0.9668923742117088+2.6837504934737086E-6i
9617.248711152964                                 0.9668923565525227+3.2787174912381925E-6i
12154.742500762884                                0.9668923308181177+4.063221471088645E-6i
15361.749466718296                                0.9668922975155372+5.083318937164631E-6i
19414.919457438817                                0.9668922571260552+6.3981143630698E-6i
24537.51106639822                                 0.9668922103043992+8.08308793829678E-6i
31011.689265747817                                0.9668921581436268+1.023429570610105E-5i
39194.06774847221                                 0.9668921025546419+1.2973683429589921E-5i
49535.352089591805                                0.9668920468349858+1.6455817331297556E-5i
62605.16572014828                                 0.9668919965659397+2.087640206686692E-5i
79123.42618981327                                 0.9668919610461221+2.6483031071206054E-5i
100000                                            0.9668919555672356+3.3588711751763E-5i
