% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 13 2024, 17:56
% Table:              Table 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9632821352004234+4.475148172980689E-7i
0.1263848202934298                                0.9632821373389586+5.655647124527039E-7i
0.15973122800602543                               0.9632821407543644+7.147353157193959E-7i
0.2018760254679039                                0.9632821462075125+9.032107928331137E-7i
0.25514065200312885                               0.963282154913182+1.1413073515020064E-6i
0.32245905452963947                               0.9632821688065915+1.4420082367042943E-6i
0.4075392965871777                                0.9632821909676227+1.8216125210991643E-6i
0.5150678076168125                                0.9632822262879999+2.3005012164187346E-6i
0.6509675230458171                                0.9632822825125456+2.9040009251430795E-6i
0.822724134170047                                 0.9632823718456662+3.66327585929006E-6i
1.03979841848149                                  0.9632825133933868+4.616082783902053E-6i
1.3141473626117568                                0.9632827367911034+5.807045350000499E-6i
1.6608827826277157                                0.9632830874380238+7.2867811889527556E-6i
2.0991037201085545                                0.9632836337032437+9.108639963481734E-6i
2.6529484644318972                                0.9632844760061137+1.1320866260939068E-5i
3.3529241492495583                                0.9632857561842743+1.395077371442892E-5i
4.237587160604064                                 0.9632876620556942+1.697677910184651E-5i
5.355666917706899                                 0.963290415675329+2.0286368813317867E-5i
6.768750009458534                                 0.9632942264317458+2.3628849541583418E-5i
8.554672535565684                                 0.9632991939669042+2.6596026885504555E-5i
10.811807510766078                                0.9633051833484174+2.8686869101228785E-5i
13.664483492953257                                0.9633117615684865+2.9483100258941024E-5i
17.26983290659436                                 0.9633182971260342+2.8853564553812193E-5i
21.826447283974872                                0.9633241997755759+2.7024122670935283E-5i
27.58531617629184                                 0.9633291287086247+2.4447290488529744E-5i
34.863652276780876                                0.963333031877445+2.158890696131978E-5i
44.06236427773573                                 0.9633360458479867+1.8785722160004933E-5i
55.68813990945273                                 0.9633383696759862+1.62185047508857E-5i
70.38135554931561                                 0.9633401860037321+1.3953297180920382E-5i
88.95134973108236                                 0.9633416352539821+1.1992541979470485E-5i
112.42100350620873                                0.9633428172835531+1.030950414291439E-5i
142.08308325339223                                0.963343799631765+8.867117502068024E-6i
179.5714494371641                                 0.9633446261311249+7.628546613074899E-6i
226.9510536694671                                 0.963345325137379+6.562344655377491E-6i
286.83168133420116                                0.9633459160134571+5.643603786683275E-6i
362.51170499885353                                0.9633464132223067+4.853190381859977E-6i
458.1597669054491                                 0.9633468285958726+4.176525139250658E-6i
579.0443980602489                                 0.9633471724617803+3.602473301065457E-6i
731.8242219076182                                 0.9633474541019255+3.122550335837917E-6i
924.9147277217335                                 0.9633476818901003+2.7304800094967558E-6i
1168.9518164985777                                0.9633478633274822+2.4220409014783965E-6i
1477.3776525985127                                0.9633480050806909+2.1951078378625547E-6i
1867.1810912919207                                0.9633481130411989+2.0498169226389636E-6i
2359.8334667821937                                0.9633481923898991+1.9888276238916253E-6i
2982.471286216894                                 0.9633482476412757+2.017697099096818E-6i
3769.3909753883636                                0.9633482826610044+2.145407988724131E-6i
4763.938010401341                                 0.9633483006657142+2.3850985244780772E-6i
6020.894493336138                                 0.9633483042287411+2.755042553985866E-6i
7609.496685459883                                 0.9633482953101254+3.2799251993971485E-6i
9617.248711152964                                 0.9633482753260434+3.9924656907595685E-6i
12154.742500762884                                0.9633482452621925+4.935456834895539E-6i
15361.749466718296                                0.9633482058311571+6.164317388249784E-6i
19414.919457438817                                0.9633481576758106+7.750289605785166E-6i
24537.51106639822                                 0.9633481016253702+9.784458518270054E-6i
31011.689265747817                                0.9633480390291463+1.238282272726695E-5i
39194.06774847221                                 0.9633479722216911+1.5692712330301337E-5i
49535.352089591805                                0.9633479052156952+1.9900923781397327E-5i
62605.16572014828                                 0.9633478447985675+2.524402077087982E-5i
79123.42618981327                                 0.9633478022839519+3.2021335601837516E-5i
100000                                            0.9633477962988555+4.06113218506821E-5i
