% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 13 2024, 18:24
% Table:              Table 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9606866274073389+5.042348265558864E-7i
0.1263848202934298                                0.9606866297901565+6.372489412910937E-7i
0.15973122800602543                               0.9606866335957363+8.053307587208814E-7i
0.2018760254679039                                0.9606866396725576+1.017704516490837E-6i
0.25514065200312885                               0.9606866493751893+1.2859994961715042E-6i
0.32245905452963947                               0.9606866648625959+1.624855498596273E-6i
0.4075392965871777                                0.9606866895739051+2.0526588591671126E-6i
0.5150678076168125                                0.9606867289780129+2.5924146371058766E-6i
0.6509675230458171                                0.9606867917485764+3.272734561954843E-6i
0.822724134170047                                 0.9606868915872745+4.128863099095273E-6i
1.03979841848149                                  0.9606870500106304+5.203548748661253E-6i
1.3141473626117568                                0.9606873005048229+6.547350024466351E-6i
1.6608827826277157                                0.960687694509241+8.217579762998963E-6i
2.0991037201085545                                0.9606883095607687+1.0274450805925408E-5i
2.6529484644318972                                0.9606892593551508+1.277202145684013E-5i
3.3529241492495583                                0.9606907038889142+1.5740324342212598E-5i
4.237587160604064                                 0.9606928541781184+1.9154247549103988E-5i
5.355666917706899                                 0.9606959590415185+2.2886916222989924E-5i
6.768750009458534                                 0.9607002529200837+2.6657058341812632E-5i
8.554672535565684                                 0.9607058475346386+3.0007187732100755E-5i
10.811807510766078                                0.9607125920732006+3.237562110236959E-5i
13.664483492953257                                0.9607200016937572+3.329297867536059E-5i
17.26983290659436                                 0.9607273687227684+3.261135458897491E-5i
21.826447283974872                                0.9607340312888867+3.0583065285524845E-5i
27.58531617629184                                 0.9607396069962929+2.771474179520731E-5i
34.863652276780876                                0.9607440372660669+2.452793192711477E-5i
44.06236427773573                                 0.9607474748237873+2.1399137203589937E-5i
55.68813990945273                                 0.9607501418722583+1.8529855521262907E-5i
70.38135554931561                                 0.9607522416391919+1.599334867021066E-5i
88.95134973108236                                 0.9607539298689766+1.3792194526281703E-5i
112.42100350620873                                0.96075531700295+1.1896707294601283E-5i
142.08308325339223                                0.9607564774593733+1.0265861807511907E-5i
179.5714494371641                                 0.9607574592561247+8.85909437648105E-6i
226.9510536694671                                 0.9607582932942679+7.642075913762022E-6i
286.83168133420116                                0.9607590006925069+6.587925204442855E-6i
362.51170499885353                                0.9607595973860379+5.67625248657532E-6i
458.1597669054491                                 0.960760096643798+4.89171004027405E-6i
579.0443980602489                                 0.9607605102831007+4.222687005653562E-6i
731.8242219076182                                 0.960760849123125+3.6603816681086855E-6i
924.9147277217335                                 0.9607611230763388+3.1982935929259218E-6i
1168.9518164985777                                0.9607613411321371+2.832059738343451E-6i
1477.3776525985127                                0.9607615113565018+2.5595216543133173E-6i
1867.1810912919207                                0.960761640928412+2.380935886543005E-6i
2359.8334667821937                                0.9607617361920034+2.2992935095412268E-6i
2982.471286216894                                 0.9607618026918072+2.3207638320132107E-6i
3769.3909753883636                                0.960761845181521+2.4553094102388977E-6i
4763.938010401341                                 0.9607618676184472+2.717528365008997E-6i
6020.894493336138                                 0.9607618731665741+3.1277778088886124E-6i
7609.496685459883                                 0.9607618642338359+3.7136281479410503E-6i
9617.248711152964                                 0.9607618425576949+4.511705375247448E-6i
12154.742500762884                                0.9607618093435377+5.569997750192831E-6i
15361.749466718296                                0.9607617654541586+6.950735022234561E-6i
19414.919457438817                                0.9607617116497918+8.733989322603499E-6i
24537.51106639822                                 0.9607616488866209+1.1022197570693796E-5i
31011.689265747817                                0.9607615786999261+1.3945866190351734E-5i
39194.06774847221                                 0.9607615037316394+1.7670792240050603E-5i
49535.352089591805                                0.9607614285148522+2.240721943861905E-5i
62605.16572014828                                 0.9607613607125367+2.842143573268197E-5i
79123.42618981327                                 0.9607613131029237+3.605041319162679E-5i
100000                                            0.9607613067363857+4.572021821166547E-5i
