% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 13 2024, 14:52
% Table:              Tabelle 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9739899963636212+2.0713010144180553E-7i
0.1263848202934298                                0.9739899973105384+2.6177155971636217E-7i
0.15973122800602543                               0.9739899988232763+3.308204456781887E-7i
0.2018760254679039                                0.9739900012386147+4.1806833747297964E-7i
0.25514065200312885                               0.973990005096128+5.282972424193874E-7i
0.32245905452963947                               0.9739900112548803+6.675307945964945E-7i
0.4075392965871777                                0.973990021085693+8.433414579063917E-7i
0.5150678076168125                                0.9739900367719988+1.0652182033937808E-6i
0.6509675230458171                                0.9739900617855675+1.344990022589416E-6i
0.822724134170047                                 0.9739901016321016+1.6972793731584291E-6i
1.03979841848149                                  0.9739901650068495+2.139914085421023E-6i
1.3141473626117568                                0.9739902655497924+2.694134921118585E-6i
1.6608827826277157                                0.9739904244342441+3.3842630036124795E-6i
2.0991037201085545                                0.9739906739872279+4.23618676654534E-6i
2.6529484644318972                                0.9739910622952144+5.273546344536791E-6i
3.3529241492495583                                0.9739916579807464+6.509879382624842E-6i
4.237587160604064                                 0.9739925525418676+7.934637781746344E-6i
5.355666917706899                                 0.9739938544139601+9.49220320344605E-6i
6.768750009458534                                 0.9739956654188384+1.1058564740941201E-5i
8.554672535565684                                 0.9739980325416565+1.2432226658902854E-5i
10.811807510766078                                0.9740008865002688+1.3366739480696698E-5i
13.664483492953257                                0.9740040109928775+1.3657665172822286E-5i
17.26983290659436                                 0.9740070924185454+1.3243263114563335E-5i
21.826447283974872                                0.9740098383929536+1.223857293591275E-5i
27.58531617629184                                 0.9740120803019728+1.0870947292419272E-5i
34.863652276780876                                0.9740137928154365+9.375185551280706E-6i
44.06236427773573                                 0.9740150454829523+7.923387967685593E-6i
55.68813990945273                                 0.9740159415494909+6.610439383073351E-6i
70.38135554931561                                 0.9740165785021201+5.472398988843968E-6i
88.95134973108236                                 0.9740170334078755+4.51098283453113E-6i
112.42100350620873                                0.9740173622926728+3.7114457204264667E-6i
142.08308325339223                                0.9740176040911256+3.052917637055588E-6i
179.5714494371641                                 0.9740177851239301+2.5139006038647537E-6i
226.9510536694671                                 0.9740179230384821+2.0748747765684775E-6i
286.83168133420116                                0.9740180298081327+1.7191465260211974E-6i
362.51170499885353                                0.9740181137253191+1.4328367950932522E-6i
458.1597669054491                                 0.9740181806284292+1.20459332623225E-6i
579.0443980602489                                 0.9740182346469026+1.0252853899855345E-6i
731.8242219076182                                 0.9740182786739447+8.877637915492442E-7i
924.9147277217335                                 0.9740183146914912+7.866949181890037E-7i
1168.9518164985777                                0.9740183440177607+7.184532892836685E-7i
1477.3776525985127                                0.974018367504311+6.810583158382329E-7i
1867.1810912919207                                0.9740183856923894+6.741515429126814E-7i
2359.8334667821937                                0.9740183989294654+6.990208418264847E-7i
2982.471286216894                                 0.9740184074526846+7.586859367596422E-7i
3769.3909753883636                                0.974018411437808+8.58063121442052E-7i
4763.938010401341                                 0.9740184110273226+1.004229169752598E-6i
6020.894493336138                                 0.9740184063407791+1.206807120419338E-6i
7609.496685459883                                 0.97401839747698+1.478499793679384E-6i
9617.248711152964                                 0.9740183845171866+1.83580182178631E-6i
12154.742500762884                                0.9740183675354024+2.299928924455503E-6i
15361.749466718296                                0.9740183466218064+2.898012235229605E-6i
19414.919457438817                                0.9740183219316292+3.6646199636173813E-6i
24537.51106639822                                 0.9740182937656371+4.643686605112058E-6i
31011.689265747817                                0.9740182626992637+5.890953016472541E-6i
39194.06774847221                                 0.974018229785444+7.4770491580972686E-6i
49535.352089591805                                0.9740181968724708+9.491387083933375E-6i
62605.16572014828                                 0.9740181671022515+1.2047074265326172E-5i
79123.42618981327                                 0.9740181456967867+1.528711113330131E-5i
100000                                            0.9740181411995068+1.939219951903811E-5i
