% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jun 27 2025, 16:49
% Table:              Table 1 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9638959902963463+4.0789979054080055E-7i
0.1263848202934298                                0.9638959922044965+5.155030292768006E-7i
0.15973122800602543                               0.9638959952521753+6.514764267067549E-7i
0.2018760254679039                                0.9638960001188799+8.232842648978585E-7i
0.25514065200312885                               0.9638960078902167+1.0403387768823094E-6i
0.32245905452963947                               0.9638960202967451+1.3144923109275656E-6i
0.4075392965871777                                0.9638960400969193+1.6606373431799264E-6i
0.5150678076168125                                0.9638960716815924+2.0974208318424495E-6i
0.6509675230458171                                0.9638961220247408+2.6480596275329924E-6i
0.822724134170047                                 0.9638962021667898+3.3411987890832164E-6i
1.03979841848149                                  0.9638963294984808+4.211661396727514E-6i
1.3141473626117568                                0.9638965311984625+5.300757004350748E-6i
1.6608827826277157                                0.9638968492367603+6.655484832855503E-6i
2.0991037201085545                                0.963897347265111+8.325407079383432E-6i
2.6529484644318972                                0.9638981192226008+1.0355112906533657E-5i
3.3529241492495583                                0.9638992980926399+1.2769116824390006E-5i
4.237587160604064                                 0.9639010600176383+1.554535717179357E-5i
5.355666917706899                                 0.9639036129531654+1.857550163013429E-5i
6.768750009458534                                 0.9639071520702048+2.1620457167093105E-5i
8.554672535565684                                 0.9639117678010389+2.429243699543615E-5i
10.811807510766078                                0.963917327801987+2.61164659494906E-5i
13.664483492953257                                0.9639234169019565+2.6696720470743578E-5i
17.26983290659436                                 0.9639294311102906+2.591025476890998E-5i
21.826447283974872                                0.9639348042908462+2.397414245498217E-5i
27.58531617629184                                 0.9639392058775971+2.1323829863369435E-5i
34.863652276780876                                0.9639425806308702+1.8412674510546513E-5i
44.06236427773573                                 0.9639450578601971+1.5576247384378124E-5i
55.68813990945273                                 0.96394683473948+1.3002435354438201E-5i
70.38135554931561                                 0.9639480998566994+1.076495054561277E-5i
88.95134973108236                                 0.9639490035590239+8.869665842123431E-6i
112.42100350620873                                0.96394965561557+7.289456624802595E-6i
142.08308325339223                                0.9639501325757434+5.984791605801309E-6i
179.5714494371641                                 0.9639504865321654+4.914576783112828E-6i
226.9510536694671                                 0.9639507527017356+4.041205641029743E-6i
286.83168133420116                                0.9639509551175744+3.332307619079427E-6i
362.51170499885353                                0.9639511104775045+2.760892433575745E-6i
458.1597669054491                                 0.9639512306053077+2.3049034543312943E-6i
579.0443980602489                                 0.9639513240028772+1.946645271406415E-6i
731.8242219076182                                 0.963951396837734+1.6722683685973082E-6i
924.9147277217335                                 0.9639514535884334+1.4713684619500472E-6i
1168.9518164985777                                0.9639514974839767+1.336710592036337E-6i
1477.3776525985127                                0.9639515308133808+1.2640746095336517E-6i
1867.1810912919207                                0.9639515551502753+1.252222123571267E-6i
2359.8334667821937                                0.9639515715193118+1.3029917315590619E-6i
2982.471286216894                                 0.9639515805275714+1.421534495631795E-6i
3769.3909753883636                                0.9639515824726825+1.6167046046243275E-6i
4763.938010401341                                 0.9639515774417531+1.9016247849926951E-6i
6020.894493336138                                 0.9639515653963916+2.2944549306972966E-6i
7609.496685459883                                 0.9639515462457433+2.8194099776223487E-6i
9617.248711152964                                 0.9639515199008319+3.5080945271535587E-6i
12154.742500762884                                0.963951486320013+4.4012424082356446E-6i
15361.749466718296                                0.963951445561452+5.550968456711083E-6i
19414.919457438817                                0.9639513978659754+7.023659263876398E-6i
24537.51106639822                                 0.9639513438002145+8.903659424598655E-6i
31011.689265747817                                0.9639512844980728+1.1297948882488137E-5i
39194.06774847221                                 0.9639512220549573+1.4342057534271963E-5i
49535.352089591805                                0.9639511601525643+1.8207533281283448E-5i
62605.16572014828                                 0.9639511050435714+2.3111366753403305E-5i
79123.42618981327                                 0.9639510671069896+2.932787847479134E-5i
100000                                            0.9639510633105234+3.720369364110854E-5i
