% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jan 22 2025, 22:30
% Table:              Table 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.953979885885011+8.424032732304885E-7i
0.1263848202934298                                0.9539798901295897+1.0646091031909587E-6i
0.15973122800602543                               0.9539798969079312+1.3453816957039732E-6i
0.2018760254679039                                0.9539799077302274+1.700110895068559E-6i
0.25514065200312885                               0.9539799250053549+2.148183319397142E-6i
0.32245905452963947                               0.9539799525695367+2.713972469789964E-6i
0.4075392965871777                                0.953979996522959+3.42802569103577E-6i
0.5150678076168125                                0.9539800665409488+4.32843709170388E-6i
0.6509675230458171                                0.9539801779031085+5.4623343908189E-6i
0.822724134170047                                 0.9539803545857484+6.887283159061247E-6i
1.03979841848149                                  0.9539806338368969+8.672181106614813E-6i
1.3141473626117568                                0.9539810726610982+1.089683441503413E-5i
1.6608827826277157                                0.9539817564156304+1.3648877215157556E-5i
2.0991037201085545                                0.9539828091193672+1.7016140903856248E-5i
2.6529484644318972                                0.9539844040908226+2.1072240158655865E-5i
3.3529241492495583                                0.9539867724084848+2.585291686898179E-5i
4.237587160604064                                 0.9539902046801243+3.131961055010318E-5i
5.355666917706899                                 0.9539950345659689+3.7305811041145995E-5i
6.768750009458534                                 0.9540015778110735+4.3452107741482785E-5i
8.554672535565684                                 0.9540099979891932+4.917353811178393E-5i
10.811807510766078                                0.9540201242075808+5.3745829869368334E-5i
13.664483492953257                                0.9540313522210481+5.65583996495391E-5i
17.26983290659436                                 0.9540427853497329+5.7416430852238476E-5i
21.826447283974872                                0.9540535875852459+5.6647860462845536E-5i
27.58531617629184                                 0.954063295380412+5.490996954879099E-5i
34.863652276780876                                0.9540718754872678+5.286520508523194E-5i
44.06236427773573                                 0.9540795643442124+5.0964612494799266E-5i
55.68813990945273                                 0.9540866672995997+4.9417783779412064E-5i
70.38135554931561                                 0.9540934435695595+4.8271572346491855E-5i
88.95134973108236                                 0.954100082618396+4.749104243851908E-5i
112.42100350620873                                0.9541067139115683+4.700138606517218E-5i
142.08308325339223                                0.9541134137218688+4.67098613801566E-5i
179.5714494371641                                 0.9541202130801198+4.652528111072252E-5i
226.9510536694671                                 0.9541271119194913+4.6370209369485445E-5i
286.83168133420116                                0.9541340919525321+4.6183411602705385E-5i
362.51170499885353                                0.9541411246816124+4.591833116012204E-5i
458.1597669054491                                 0.954148176416795+4.5540791431799065E-5i
579.0443980602489                                 0.954155211375303+4.5026288830691507E-5i
731.8242219076182                                 0.9541621930308094+4.435731101440149E-5i
924.9147277217335                                 0.954169084013007+4.3521300327060474E-5i
1168.9518164985777                                0.954175845079556+4.250972455765949E-5i
1477.3776525985127                                0.954182433755689+4.131846742362731E-5i
1867.1810912919207                                0.9541888032262125+3.994954050261424E-5i
2359.8334667821937                                0.9541949020104566+3.84139136382879E-5i
2982.471286216894                                 0.9542006748355459+3.673506776733507E-5i
3769.3909753883636                                0.9542060649216983+3.495272324773854E-5i
4763.938010401341                                 0.9542110176323604+3.3126121174044656E-5i
6020.894493336138                                 0.9542154851250992+3.13362789393243E-5i
7609.496685459883                                 0.9542194313398948+2.9686839754914552E-5i
9617.248711152964                                 0.9542228364485559+2.830349494856323E-5i
12154.742500762884                                0.9542256998611052+2.7332426154024292E-5i
15361.749466718296                                0.9542280410955397+2.6938687512233747E-5i
19414.919457438817                                0.954229898246214+2.7305791057707278E-5i
24537.51106639822                                 0.9542313243355619+2.863786462157457E-5i
31011.689265747817                                0.9542323823484414+3.116558755168874E-5i
39194.06774847221                                 0.9542331400796843+3.515674881862804E-5i
49535.352089591805                                0.9542336659926668+4.093186789882607E-5i
62605.16572014828                                 0.9542340271292536+4.888504775448354E-5i
79123.42618981327                                 0.9542342898552724+5.951020846148304E-5i
100000                                            0.9542345240776404+7.343311137565123E-5i
