% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jan 23 2025, 00:05
% Table:              Table 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9682942349453973+3.073468948030367E-7i
0.1263848202934298                                0.9682942363696175+3.884252083847629E-7i
0.15973122800602543                               0.9682942386445044+4.908810070190156E-7i
0.2018760254679039                                0.9682942422771657+6.203395495829921E-7i
0.25514065200312885                               0.9682942480781734+7.838948981057195E-7i
0.32245905452963947                               0.9682942573398764+9.90481800024343E-7i
0.4075392965871777                                0.9682942721227377+1.2513298576492482E-6i
0.5150678076168125                                0.9682942957080954+1.5805057877672959E-6i
0.6509675230458171                                0.9682943333113051+1.995535430461412E-6i
0.822724134170047                                 0.9682943931979988+2.5180643818644614E-6i
1.03979841848149                                  0.9682944884082865+3.17444692517391E-6i
1.3141473626117568                                0.9682946393680792+3.99601579870171E-6i
1.6608827826277157                                0.9682948777165875+5.018529998123386E-6i
2.0991037201085545                                0.9682952516237474+6.279856090693321E-6i
2.6529484644318972                                0.9682958324987747+7.814252048778502E-6i
3.3529241492495583                                0.9682967218856127+9.64075160642627E-6i
4.237587160604064                                 0.9682980547688154+1.1742621529087403E-5i
5.355666917706899                                 0.9682999907952574+1.4036553038923053E-5i
6.768750009458534                                 0.9683026796403444+1.6338272956888505E-5i
8.554672535565684                                 0.9683061898395521+1.83489188844561E-5i
10.811807510766078                                0.9683104177321078+1.970286936407917E-5i
13.664483492953257                                0.9683150414166172+2.009640347058207E-5i
17.26983290659436                                 0.968319593756983+1.943727562842753E-5i
21.826447283974872                                0.9683236377377039+1.7896308011195806E-5i
27.58531617629184                                 0.968326919225074+1.5813166013258742E-5i
34.863652276780876                                0.9683293977607212+1.3541472415538654E-5i
44.06236427773573                                 0.9683311769290427+1.1343762490905806E-5i
55.68813990945273                                 0.9683324145803519+9.367333827253487E-6i
70.38135554931561                                 0.9683332629234913+7.66874300644601E-6i
88.95134973108236                                 0.9683338437266586+6.2493491135850205E-6i
112.42100350620873                                0.9683342451503827+5.083495612089012E-6i
142.08308325339223                                0.9683345274702508+4.135937719321415E-6i
179.5714494371641                                 0.9683347305885616+3.3709533856159266E-6i
226.9510536694671                                 0.968334880488219+2.756357270355283E-6i
286.83168133420116                                0.9683349939692236+2.2648226748309603E-6i
362.51170499885353                                0.968335081873948+1.8739600640544563E-6i
458.1597669054491                                 0.9683351512119841+1.5659051937931127E-6i
579.0443980602489                                 0.9683352065427213+1.3267648255757735E-6i
731.8242219076182                                 0.9683352508677123+1.1460717267358908E-6i
924.9147277217335                                 0.9683352861932123+1.0163203237951831E-6i
1168.9518164985777                                0.9683353138804263+9.326164096266568E-7i
1477.3776525985127                                0.9683353348620128+8.9245116253203E-7i
1867.1810912919207                                0.968335349778605+8.955977624855749E-7i
2359.8334667821937                                0.9683353590650536+9.44128802535751E-7i
2982.471286216894                                 0.9683353630056062+1.0425575713011964E-6i
3769.3909753883636                                0.9683353617713953+1.1981121352952413E-6i
4763.938010401341                                 0.9683353554462084+1.421157860832387E-6i
6020.894493336138                                 0.9683353440471032+1.725791940738257E-6i
7609.496685459883                                 0.9683353275446318+2.1306434231980207E-6i
9617.248711152964                                 0.9683353058859697+2.6599222877130427E-6i
12154.742500762884                                0.9683352790275588+3.344775672454104E-6i
15361.749466718296                                0.968335246982852+4.225025624727513E-6i
19414.919457438817                                0.9683352098974533+5.351383598538585E-6i
24537.51106639822                                 0.9683351681660469+6.788263159728717E-6i
31011.689265747817                                0.9683351226182488+8.617343631871238E-6i
39194.06774847221                                 0.9683350748131979+1.0942078966361127E-5i
49535.352089591805                                0.9683350275044974+1.3893395589333494E-5i
62605.16572014828                                 0.9683349853780775+1.7636885408668568E-5i
79123.42618981327                                 0.9683349562187137+2.2381877752158434E-5i
100000                                            0.9683349527575426+2.839286722445111E-5i
