% Model:              modelG_beltrami_2_particles.mph
% Version:            COMSOL 6.4.0.293
% Date:               Apr 1 2026, 17:15
% Table:              Tabelle 1 - sigma_eff
% w                                               Normalized effective conductivity
0.1                                               0.998195911277166+3.9606923654725205E-10i
0.1263848202934298                                0.9981959112790088+5.005370656239827E-10i
0.15973122800602543                               0.9981959112819362+6.325336103902332E-10i
0.2018760254679039                                0.9981959112865382+7.992867661011303E-10i
0.25514065200312885                               0.9981959112940268+1.0098955105517674E-9i
0.32245905452963947                               0.9981959113058357+1.2757873264160525E-9i
0.4075392965871777                                0.9981959113247694+1.6112602913222684E-9i
0.5150678076168125                                0.9981959113547809+2.034097386948484E-9i
0.6509675230458171                                0.9981959114024864+2.5662061381450782E-9i
0.822724134170047                                 0.9981959114778101+3.2341698071364554E-9i
1.03979841848149                                  0.9981959115961602+4.0694817299837285E-9i
1.3141473626117568                                0.9981959117802899+5.108072076764871E-9i
1.6608827826277157                                0.9981959120627855+6.388597575525663E-9i
2.0991037201085545                                0.9981959124876046+7.949095869249059E-9i
2.6529484644318972                                0.9981959131090964+9.822475541111261E-9i
3.3529241492495583                                0.9981959139882034+1.2033127127394568E-8i
4.237587160604064                                 0.9981959151863404+1.4598130412219386E-8i
5.355666917706899                                 0.998195916764043+1.75332563768258E-8i
6.768750009458534                                 0.9981959187872953+2.0856343236859038E-8i
8.554672535565684                                 0.9981959213341569+2.4580310512196934E-8i
10.811807510766078                                0.9981959244900764+2.8702239587820382E-8i
13.664483492953257                                0.9981959283363498+3.320254516297985E-8i
17.26983290659436                                 0.9981959329457082+3.805173633483237E-8i
21.826447283974872                                0.9981959383837026+4.321100433116404E-8i
27.58531617629184                                 0.9981959447012546+4.8631326058594336E-8i
34.863652276780876                                0.9981959519275566+5.42656493825312E-8i
44.06236427773573                                 0.998195960079475+6.008585142510337E-8i
55.68813990945273                                 0.9981959691844873+6.608473685047719E-8i
70.38135554931561                                 0.9981959792994175+7.226045223098489E-8i
88.95134973108236                                 0.9981959905185257+7.859024875275382E-8i
112.42100350620873                                0.9981960029652011+8.499831536660034E-8i
142.08308325339223                                0.9981960167628998+9.132728452502104E-8i
179.5714494371641                                 0.9981960319874803+9.732899582358518E-8i
226.9510536694671                                 0.9981960486163173+1.0268536484229257E-7i
286.83168133420116                                0.9981960664943579+1.0705701512234764E-7i
362.51170499885353                                0.9981960853300276+1.1014457599757201E-7i
458.1597669054491                                 0.9981961047223636+1.1174332423252244E-7i
579.0443980602489                                 0.9981961242069602+1.1177755244895691E-7i
731.8242219076182                                 0.9981961433077005+1.1031098259704278E-7i
924.9147277217335                                 0.9981961615817445+1.075373466649261E-7i
1168.9518164985777                                0.9981961786516726+1.037589803130088E-7i
1477.3776525985127                                0.998196194223114+9.93615348214242E-8i
1867.1810912919207                                0.9981962080893748+9.47910751633066E-8i
2359.8334667821937                                0.9981962201267838+9.053755530152529E-8i
2982.471286216894                                 0.9981962302827428+8.712689778016954E-8i
3769.3909753883636                                0.9981962385611508+8.512279600085359E-8i
4763.938010401341                                 0.9981962450048731+8.513885090219052E-8i
6020.894493336138                                 0.998196249679138+8.786177185620073E-8i
7609.496685459883                                 0.9981962526563465+9.408616819333448E-8i
9617.248711152964                                 0.9981962540035809+1.0476176934091742E-7i
12154.742500762884                                0.9981962537738827+1.2105386682530757E-7i
15361.749466718296                                0.9981962520021271+1.4441859500870054E-7i
19414.919457438817                                0.9981962487045102+1.7669536627811555E-7i
24537.51106639822                                 0.9981962438828552+2.202200131963548E-7i
31011.689265747817                                0.9981962375325679+2.7796413812909546E-7i
39194.06774847221                                 0.9981962296555946+3.5370743565588786E-7i
49535.352089591805                                0.9981962202792791+4.5225274392393484E-7i
62605.16572014828                                 0.9981962094845239+5.796964743336022E-7i
79123.42618981327                                 0.9981961974498416+7.437688753262322E-7i
100000                                            0.9981961845199866+9.54262376317252E-7i
