% Model:              modelG_beltrami_2_particles.mph
% Version:            COMSOL 6.4.0.293
% Date:               Apr 1 2026, 16:45
% Table:              Tabelle 1 - sigma_eff
% w                                               Normalized effective conductivity
0.1                                               0.9982314133590874+3.888188055168354E-10i
0.1263848202934298                                0.9982314133608552+4.913748479931583E-10i
0.15973122800602543                               0.9982314133636512+6.20956431181691E-10i
0.2018760254679039                                0.9982314133682046+7.846599587592784E-10i
0.25514065200312885                               0.9982314133754275+9.91419504400628E-10i
0.32245905452963947                               0.9982314133869229+1.2524567186080204E-9i
0.4075392965871777                                0.998231413405304+1.5818146872635572E-9i
0.5150678076168125                                0.9982314134344694+1.9969643812564106E-9i
0.6509675230458171                                0.9982314134807726+2.5194391827438787E-9i
0.822724134170047                                 0.9982314135539995+3.175388726593907E-9i
1.03979841848149                                  0.998231413668988+3.9958327421291336E-9i
1.3141473626117568                                0.998231413847938+5.0162389995651025E-9i
1.6608827826277157                                0.9982314141225899+6.274914514909139E-9i
2.0991037201085545                                0.9982314145358605+7.809822744062459E-9i
2.6529484644318972                                0.9982314151410551+9.654269742855763E-9i
3.3529241492495583                                0.9982314159983494+1.1833636980631874E-8i
4.237587160604064                                 0.9982314171691131+1.436646421773599E-8i
5.355666917706899                                 0.9982314187151381+1.7270004568993337E-8i
6.768750009458534                                 0.9982314207050904+2.056301220071904E-8i
8.554672535565684                                 0.9982314232210955+2.4258200366755663E-8i
10.811807510766078                                0.9982314263544305+2.8350464646359018E-8i
13.664483492953257                                0.9982314301937987+3.281442982832143E-8i
17.26983290659436                                 0.9982314348194788+3.760931119980497E-8i
21.826447283974872                                0.9982314403019201+4.267857765650948E-8i
27.58531617629184                                 0.9982314466914166+4.7949489345812757E-8i
34.863652276780876                                0.9982314540079023+5.334648531096293E-8i
44.06236427773573                                 0.9982314622471427+5.88105023818265E-8i
55.68813990945273                                 0.9982314713999337+6.430617323213442E-8i
70.38135554931561                                 0.9982314814704731+6.981469579645105E-8i
88.95134973108236                                 0.9982314924881914+7.531712759481726E-8i
112.42100350620873                                0.9982315045100146+8.076952528513888E-8i
142.08308325339223                                0.9982315176049157+8.607628597601461E-8i
179.5714494371641                                 0.9982315318208576+9.10749427651029E-8i
226.9510536694671                                 0.9982315471437019+9.554367778780088E-8i
286.83168133420116                                0.9982315634649653+9.923307080369754E-8i
362.51170499885353                                0.9982315805717359+1.0191221661486406E-7i
458.1597669054491                                 0.9982315981605412+1.034136218182139E-7i
579.0443980602489                                 0.9982316158698216+1.0366445918467083E-7i
731.8242219076182                                 0.9982316333189363+1.026995440714147E-7i
924.9147277217335                                 0.998231650142916+1.0065844710475236E-7i
1168.9518164985777                                0.9982316660194509+9.777252797283215E-8i
1477.3776525985127                                0.9982316806839121+9.434838119754518E-8i
1867.1810912919207                                0.9982316939348325+9.07527145810676E-8i
2359.8334667821937                                0.9982317056321636+8.740228655971463E-8i
2982.471286216894                                 0.9982317156904866+8.476056935905492E-8i
3769.3909753883636                                0.9982317240689924+8.334228984980469E-8i
4763.938010401341                                 0.9982317307606932+8.372619204627133E-8i
6020.894493336138                                 0.9982317357818822+8.65766454434804E-8i
7609.496685459883                                 0.9982317391614697+9.26747726327291E-8i
9617.248711152964                                 0.9982317409328209+1.0296025878157842E-7i
12154.742500762884                                0.9982317411266827+1.185852213040715E-7i
15361.749466718296                                0.9982317397665609+1.4098269468348578E-7i
19414.919457438817                                0.998231736866811+1.7195258325510528E-7i
24537.51106639822                                 0.9982317324337405+2.137689289806564E-7i
31011.689265747817                                0.9982317264712011+2.6931344988811414E-7i
39194.06774847221                                 0.9982317189897781+3.42242324814704E-7i
49535.352089591805                                0.9982317100231316+4.371954224718504E-7i
62605.16572014828                                 0.9982316996546722+5.600592084987257E-7i
79123.42618981327                                 0.9982316880601207+7.182965661936655E-7i
100000                                            0.9982316755740973+9.213610816407695E-7i
