% Model:              modelG_beltrami_2_particles.mph
% Version:            COMSOL 6.4.0.293
% Date:               Apr 1 2026, 17:11
% Table:              Tabelle 1 - sigma_eff
% w                                               Normalized effective conductivity
0.1                                               0.9982061368886224+3.9391654643577315E-10i
0.1263848202934298                                0.9982061368904189+4.978167456213708E-10i
0.15973122800602543                               0.9982061368932883+6.290962526464236E-10i
0.2018760254679039                                0.9982061368978906+7.949439076389435E-10i
0.25514065200312885                               0.9982061369052925+1.0044096982063045E-9i
0.32245905452963947                               0.9982061369171045+1.268859937477134E-9i
0.4075392965871777                                0.9982061369357931+1.6025168764636645E-9i
0.5150678076168125                                0.9982061369655753+2.0230706269441858E-9i
0.6509675230458171                                0.9982061370128923+2.5523171608190555E-9i
0.822724134170047                                 0.9982061370876303+3.216710066341249E-9i
1.03979841848149                                  0.9982061372050057+4.047600259822319E-9i
1.3141473626117568                                0.9982061373876739+5.080777129553141E-9i
1.6608827826277157                                0.9982061376679638+6.354787062752267E-9i
2.0991037201085545                                0.9982061380894404+7.907633882806129E-9i
2.6529484644318972                                0.9982061387064254+9.77232402540799E-9i
3.3529241492495583                                0.9982061395793764+1.1973509583722033E-8i
4.237587160604064                                 0.9982061407699806+1.4528653927474016E-8i
5.355666917706899                                 0.9982061423389833+1.7453893885976562E-8i
6.768750009458534                                 0.9982061443533887+2.0767228226833782E-8i
8.554672535565684                                 0.998206146892428+2.4481343670078715E-8i
10.811807510766078                                0.9982061500434783+2.859240938882616E-8i
13.664483492953257                                0.9982061538900289+3.307873400183274E-8i
17.26983290659436                                 0.9982061585070277+3.790694363044769E-8i
21.826447283974872                                0.9982061639612047+4.3032309106099705E-8i
27.58531617629184                                 0.9982061703027875+4.839804330447989E-8i
34.863652276780876                                0.9982061775573521+5.394795786262309E-8i
44.06236427773573                                 0.9982061857342177+5.96442763512057E-8i
55.68813990945273                                 0.9982061948485202+6.547137502497858E-8i
70.38135554931561                                 0.9982062049394789+7.142293863183096E-8i
88.95134973108236                                 0.9982062160803491+7.7478749067241E-8i
112.42100350620873                                0.9982062283736675+8.357472802724972E-8i
142.08308325339223                                0.9982062419264299+8.957478547263075E-8i
179.5714494371641                                 0.9982062568068631+9.525937571443626E-8i
226.9510536694671                                 0.9982062729972294+1.0034182855684502E-7i
286.83168133420116                                0.9982062903595021+1.0451144056542928E-7i
362.51170499885353                                0.998206308629113+1.0748992148610671E-7i
458.1597669054491                                 0.9982063274380198+1.0908302019600852E-7i
579.0443980602489                                 0.9982063463558294+1.0921406543331633E-7i
731.8242219076182                                 0.99820636493725+1.0793540530763594E-7i
924.9147277217335                                 0.9982063827640661+1.054212912689845E-7i
1168.9518164985777                                0.9982063994755378+1.0194941674028109E-7i
1477.3776525985127                                0.9982064147852004+9.787845222380374E-8i
1867.1810912919207                                0.9982064284860589+9.362787258862365E-8i
2359.8334667821937                                0.9982064404465306+8.966366268917666E-8i
2982.471286216894                                 0.998206450600694+8.649210291038317E-8i
3769.3909753883636                                0.998206458935403+8.466266418443172E-8i
4763.938010401341                                 0.9982064654756425+8.478015261929765E-8i
6020.894493336138                                 0.9982064702695679+8.752708395136167E-8i
7609.496685459883                                 0.9982064733754447+9.369705899742823E-8i
9617.248711152964                                 0.9982064748501205+1.042400219697649E-7i
12154.742500762884                                0.9982064747412949+1.203201213509531E-7i
15361.749466718296                                0.9982064730823471+1.4338844067834082E-7i
19414.919457438817                                0.9982064698910135+1.7527352108089913E-7i
24537.51106639822                                 0.9982064651722897+2.1829296002916638E-7i
31011.689265747817                                0.9982064589256715+2.753911697383928E-7i
39194.06774847221                                 0.9982064511565751+3.503105217964242E-7i
49535.352089591805                                0.9982064418946813+4.478047943247418E-7i
62605.16572014828                                 0.9982064312218439+5.739075608493835E-7i
79123.42618981327                                 0.9982064193150066+7.362697692400746E-7i
100000                                            0.9982064065156773+9.445838738443143E-7i
