% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jan 22 2025, 13:05
% Table:              Table 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9742908359780312+2.0275529083182742E-7i
0.1263848202934298                                0.9742908369039592+2.562426718888455E-7i
0.15973122800602543                               0.9742908383827725+3.238332083588591E-7i
0.2018760254679039                                0.9742908407443865+4.092383858844253E-7i
0.25514065200312885                               0.9742908445155603+5.171392365063275E-7i
0.32245905452963947                               0.9742908505368678+6.534322694376794E-7i
0.4075392965871777                                0.9742908601482577+8.255301169721629E-7i
0.5150678076168125                                0.974290875484231+1.042721595494101E-6i
0.6509675230458171                                0.9742908999391892+1.3165863868146686E-6i
0.822724134170047                                 0.9742909388959081+1.6614391751350651E-6i
1.03979841848149                                  0.9742910008551507+2.094733438460718E-6i
1.3141473626117568                                0.9742910991520634+2.6372657512971465E-6i
1.6608827826277157                                0.9742912544861893+3.3128526312123832E-6i
2.0991037201085545                                0.9742914984608861+4.146854205833723E-6i
2.6529484644318972                                0.9742918780860768+5.162448649683078E-6i
3.3529241492495583                                0.9742924604481659+6.372961530190524E-6i
4.237587160604064                                 0.9742933350038747+7.768207660074189E-6i
5.355666917706899                                 0.974294607788918+9.293991708125647E-6i
6.768750009458534                                 0.9742963784289468+1.0829319860176574E-5i
8.554672535565684                                 0.974298693048255+1.2177503362431036E-5i
10.811807510766078                                0.9743014842770014+1.3097912521139321E-5i
13.664483492953257                                0.9743045412238807+1.3390893270182446E-5i
17.26983290659436                                 0.9743075580561659+1.2996065972719982E-5i
21.826447283974872                                0.9743102497573299+1.2025524008456983E-5i
27.58531617629184                                 0.9743124522135983+1.0700731410752257E-5i
34.863652276780876                                0.9743141410439633+9.250006334734022E-6i
44.06236427773573                                 0.9743153839950487+7.84012704385714E-6i
55.68813990945273                                 0.9743162809931776+6.562558373333338E-6i
70.38135554931561                                 0.9743169258056958+5.451887193962157E-6i
88.95134973108236                                 0.9743173922093795+4.5098985024888495E-6i
112.42100350620873                                0.9743177337671112+3.7228177808059077E-6i
142.08308325339223                                0.974317987759813+3.071102323463317E-6i
179.5714494371641                                 0.9743181794942259+2.534648688159628E-6i
226.9510536694671                                 0.9743183261066779+2.0952617435753407E-6i
286.83168133420116                                0.9743184394591046+1.7374035052844525E-6i
362.51170499885353                                0.9743185280186507+1.4481104230690967E-6i
458.1597669054491                                 0.9743185979674883+1.2166777330106942E-6i
579.0443980602489                                 0.9743186538437542+1.0343668026864008E-6i
731.8242219076182                                 0.9743186989350282+8.942068411015338E-7i
924.9147277217335                                 0.9743187355565728+7.908843550897111E-7i
1168.9518164985777                                0.9743187652779938+7.206902330635394E-7i
1477.3776525985127                                0.9743187891220286+6.815002066506131E-7i
1867.1810912919207                                0.974318807732037+6.72781494555929E-7i
2359.8334667821937                                0.974318821504134+6.956338329540316E-7i
2982.471286216894                                 0.9743188306842787+7.528820485563793E-7i
3769.3909753883636                                0.9743188354312066+8.492409808458725E-7i
4763.938010401341                                 0.9743188358550413+9.915742798456118E-7i
6020.894493336138                                 0.9743188320380807+1.1892705943231022E-6i
7609.496685459883                                 0.9743188240449535+1.454761630427098E-6i
9617.248711152964                                 0.9743188119314912+1.8042142804667392E-6i
12154.742500762884                                0.9743187957571272+2.258434399279924E-6i
15361.749466718296                                0.9743187756093571+2.84403109293531E-6i
19414.919457438817                                0.9743187516482371+3.5949028898237343E-6i
24537.51106639822                                 0.9743187241810898+4.5541262447556915E-6i
31011.689265747817                                0.9743186937851651+5.776346947042172E-6i
39194.06774847221                                 0.9743186615040642+7.3308037364577546E-6i
49535.352089591805                                0.9743186291562033+9.305147056037921E-6i
62605.16572014828                                 0.9743185998241112+1.1810258698548368E-5i
79123.42618981327                                 0.9743185786249322+1.4986329479541769E-5i
100000                                            0.9743185739291278+1.901051491130754E-5i
