% Model:              modelG_beltrami_2_particles.mph
% Version:            COMSOL 6.4.0.293
% Date:               Apr 2 2026, 15:13
% Table:              Tabelle 1 - sigma_eff
% w                                               Normalized effective conductivity
0.1                                               0.9982089094012642+1.1503963716939992E-8i
0.1263848202934298                                0.9982089094274855+1.4539132767625333E-8i
0.15973122800602543                               0.9982089094694775+1.8374990424556806E-8i
0.2018760254679039                                0.9982089095362927+2.322266253124138E-8i
0.25514065200312885                               0.9982089096431908+2.934883697566989E-8i
0.32245905452963947                               0.998208909813814+3.7090288059194576E-8i
0.4075392965871777                                0.998208910086245+4.687207993339592E-8i
0.5150678076168125                                0.9982089105213466+5.923029319239426E-8i
0.6509675230458171                                0.9982089112161269+7.484016069970575E-8i
0.822724134170047                                 0.9982089123249949+9.45504024813952E-8i
1.03979841848149                                  0.9982089140941596+1.194244033069148E-7i
1.3141473626117568                                0.9982089169146543+1.5078761387879733E-7i
1.6608827826277157                                0.9982089214064349+1.9027802825130464E-7i
2.0991037201085545                                0.9982089285480279+2.398923702635406E-7i
2.6529484644318972                                0.9982089398734398+3.020096518899614E-7i
3.3529241492495583                                0.9982089577641373+3.793550271356772E-7i
4.237587160604064                                 0.9982089858599139+4.7483122824806507E-7i
5.355666917706899                                 0.9982090295869869+5.910871369444512E-7i
6.768750009458534                                 0.9982090967081519+7.296175035197903E-7i
8.554672535565684                                 0.9982091975843482+8.891493735963619E-7i
10.811807510766078                                0.9982093444554101+1.063232073589719E-6i
13.664483492953257                                0.9982095486754636+1.237614120265301E-6i
17.26983290659436                                 0.9982098151668786+1.3893485770444645E-6i
21.826447283974872                                0.9982101355317238+1.4907044394920091E-6i
27.58531617629184                                 0.998210484872648+1.519137003768918E-6i
34.863652276780876                                0.998210827771852+1.4684694735708254E-6i
44.06236427773573                                 0.9982111317200618+1.3522856891046973E-6i
55.68813990945273                                 0.9982113783326156+1.1963718014621539E-6i
70.38135554931561                                 0.9982115651698963+1.0270307839638477E-6i
88.95134973108236                                 0.9982117002330382+8.634996337163896E-7i
112.42100350620873                                0.9982117952788301+7.164465415120505E-7i
142.08308325339223                                0.99821186151713+5.899193579235625E-7i
179.5714494371641                                 0.9982119078846701+4.839690194382176E-7i
226.9510536694671                                 0.9982119408490793+3.966924875793584E-7i
286.83168133420116                                0.998211964834851+3.254958921110655E-7i
362.51170499885353                                0.998211982776544+2.677556098971366E-7i
458.1597669054491                                 0.998211996592014+2.2110782684653174E-7i
579.0443980602489                                 0.9982120075283625+1.8354187153702791E-7i
731.8242219076182                                 0.9982120163958851+1.5340346924103465E-7i
924.9147277217335                                 0.9982120237194435+1.2936422856030348E-7i
1168.9518164985777                                0.998212029836505+1.103836672970099E-7i
1477.3776525985127                                0.9982120349612723+9.567394412961614E-8i
1867.1810912919207                                0.9982120392280882+8.467001980157103E-8i
2359.8334667821937                                0.9982120427214767+7.700593386724793E-8i
2982.471286216894                                 0.998212045495777+7.249753761887654E-8i
3769.3909753883636                                0.9982120475878441+7.1132545537775E-8i
4763.938010401341                                 0.9982120490245416+7.306893577460786E-8i
6020.894493336138                                 0.9982120498265646+7.864267676375513E-8i
7609.496685459883                                 0.9982120500098678+8.838604430224969E-8i
9617.248711152964                                 0.9982120495866601+1.0305744820104357E-7i
12154.742500762884                                0.9982120485653162+1.2368469213452962E-7i
15361.749466718296                                0.9982120469515625+1.5162381951421143E-7i
19414.919457438817                                0.9982120447500055+1.8863656721194799E-7i
24537.51106639822                                 0.99821204196815+2.369905180258502E-7i
31011.689265747817                                0.9982120386224492+2.9958689777607686E-7i
39194.06774847221                                 0.9982120347485878+3.8012315254017477E-7i
49535.352089591805                                0.9982120304178007+4.832990093086781E-7i
62605.16572014828                                 0.9982120257625728+6.150773776520484E-7i
79123.42618981327                                 0.9982120210178895+7.830133431770612E-7i
100000                                            0.9982120165862985+9.966690407935196E-7i
