% Model:              modelG_beltrami_2_particles.mph
% Version:            COMSOL 6.4.0.293
% Date:               Apr 2 2026, 14:25
% Table:              Tabelle 1 - sigma_eff
% w                                               Normalized effective conductivity
0.1                                               0.9981831615671556+1.1811225406340642E-8i
0.1263848202934298                                0.9981831615940919+1.4927460167601347E-8i
0.15973122800602543                               0.9981831616372114+1.8865769242120415E-8i
0.2018760254679039                                0.9981831617059811+2.3842918071726794E-8i
0.25514065200312885                               0.9981831618158354+3.0132714271933195E-8i
0.32245905452963947                               0.9981831619912693+3.808093063528446E-8i
0.4075392965871777                                0.9981831622713436+4.812397705021928E-8i
0.5150678076168125                                0.9981831627186839+6.08122477204292E-8i
0.6509675230458171                                0.998183163432912+7.683898577237384E-8i
0.822724134170047                                 0.9981831645728383+9.707558684635477E-8i
1.03979841848149                                  0.9981831663916029+1.226138184864957E-7i
1.3141473626117568                                0.9981831692911779+1.5481438412452913E-7i
1.6608827826277157                                0.9981831739088938+1.9535889196597678E-7i
2.0991037201085545                                0.9981831812507307+2.462970607240398E-7i
2.6529484644318972                                0.9981831928936766+3.1007079211186556E-7i
3.3529241492495583                                0.998183211285843+3.894766953237E-7i
4.237587160604064                                 0.9981832401688912+4.87492471431615E-7i
5.355666917706899                                 0.9981832851209179+6.068327798409509E-7i
6.768750009458534                                 0.9981833541211717+7.490229081016655E-7i
8.554672535565684                                 0.9981834578182226+9.127388882066365E-7i
10.811807510766078                                0.9981836087888087+1.0913284676434959E-6i
13.664483492953257                                0.9981838186914584+1.2701138710434398E-6i
17.26983290659436                                 0.9981840925587077+1.4254735786312655E-6i
21.826447283974872                                0.9981844217078086+1.5288705456859754E-6i
27.58531617629184                                 0.9981847804691951+1.557116975908717E-6i
34.863652276780876                                0.9981851323399772+1.5038894074838436E-6i
44.06236427773573                                 0.9981854438129683+1.3832317785519197E-6i
55.68813990945273                                 0.998185695941211+1.2217833506788159E-6i
70.38135554931561                                 0.9981858862396549+1.0467390625748515E-6i
88.95134973108236                                 0.9981860230338732+8.780088855270257E-7i
112.42100350620873                                0.9981861185613704+7.266329015049949E-7i
142.08308325339223                                0.998186184504783+5.967739654954952E-7i
179.5714494371641                                 0.9981862301862885+4.884301628630006E-7i
226.9510536694671                                 0.9981862623519403+3.9955571118204106E-7i
286.83168133420116                                0.9981862856051119+3.2737706026873135E-7i
362.51170499885353                                0.998186302974305+2.6908927095132974E-7i
458.1597669054491                                 0.9981863164059569+2.2216891762973353E-7i
579.0443980602489                                 0.9981863271312647+1.8448054496616446E-7i
731.8242219076182                                 0.9981863359201132+1.5428412331912268E-7i
924.9147277217335                                 0.9981863432490977+1.3020168350738055E-7i
1168.9518164985777                                0.9981863494111112+1.111720206314925E-7i
1477.3776525985127                                0.9981863545859393+9.640639888414113E-8i
1867.1810912919207                                0.9981863588854137+8.535051338832705E-8i
2359.8334667821937                                0.9981863623822204+7.765455597921771E-8i
2982.471286216894                                 0.9981863651272456+7.315217869168667E-8i
3769.3909753883636                                0.9981863671595895+7.1848672094219E-8i
4763.938010401341                                 0.9981863685118272+7.39187389268768E-8i
6020.894493336138                                 0.9981863692116295+7.971470789197968E-8i
7609.496685459883                                 0.998186369282+8.978592904228092E-8i
9617.248711152964                                 0.9981863687406177+1.0491045247716929E-7i
12154.742500762884                                0.9981863675999779+1.261404088496257E-7i
15361.749466718296                                0.9981863658677472+1.5486320427966876E-7i
19414.919457438817                                0.9981863635491869+1.9288187180005724E-7i
24537.51106639822                                 0.998186360650665+2.4251826683901603E-7i
31011.689265747817                                0.998186357187405+3.067444626780834E-7i
39194.06774847221                                 0.9981863531943211+3.893493737045006E-7i
49535.352089591805                                0.99818634874278+4.951496907134891E-7i
62605.16572014828                                 0.9981863439675165+6.302567212166041E-7i
79123.42618981327                                 0.9981863391088952+8.024136225252458E-7i
100000                                            0.9981863345790055+1.021420334575434E-6i
