% Model:              modelG_beltrami_2_particles.mph
% Version:            COMSOL 6.4.0.293
% Date:               Apr 2 2026, 15:23
% Table:              Tabelle 1 - sigma_eff
% w                                               Normalized effective conductivity
0.1                                               0.998209724792835+1.149706514712729E-8i
0.1263848202934298                                0.998209724819073+1.4530413404965573E-8i
0.15973122800602543                               0.9982097248609697+1.8363970995553533E-8i
0.2018760254679039                                0.9982097249278589+2.3208735037809626E-8i
0.25514065200312885                               0.9982097250347459+2.9331234722764758E-8i
0.32245905452963947                               0.9982097252052907+3.7068041726353365E-8i
0.4075392965871777                                0.9982097254776822+4.68439654739471E-8i
0.5150678076168125                                0.9982097259126276+5.9194758622668747E-8i
0.6509675230458171                                0.9982097266072145+7.479523233541415E-8i
0.822724134170047                                 0.9982097277157752+9.449361913966816E-8i
1.03979841848149                                  0.9982097294843799+1.19352668532312E-7i
1.3141473626117568                                0.9982097323041523+1.5069693966396581E-7i
1.6608827826277157                                0.9982097367946224+1.9016340340508584E-7i
2.0991037201085545                                0.9982097439341604+2.397474590174423E-7i
2.6529484644318972                                0.998209755256321+3.018264385504094E-7i
3.3529241492495583                                0.998209773141663+3.791233238295498E-7i
4.237587160604064                                 0.9982098012287488+4.745381238966668E-7i
5.355666917706899                                 0.9982098449416316+5.907162823176843E-7i
6.768750009458534                                 0.9982099120390356+7.291483923060087E-7i
8.554672535565684                                 0.9982100128751159+8.88557096175149E-7i
10.811807510766078                                0.9982101596782404+1.0624884730745967E-6i
13.664483492953257                                0.9982103637854104+1.2366929244871292E-6i
17.26983290659436                                 0.9982106300975422+1.3882370110132256E-6i
21.826447283974872                                0.9982109502006262+1.4894210512668862E-6i
27.58531617629184                                 0.9982112992027778+1.5177460866480297E-6i
34.863652276780876                                0.9982116417234729+1.4670759036658692E-6i
44.06236427773573                                 0.9982119453126959+1.3510050435421304E-6i
55.68813990945273                                 0.9982121916387141+1.1952933058025734E-6i
70.38135554931561                                 0.9982123782876983+1.0261963038583887E-6i
88.95134973108236                                 0.9982125132567772+8.629053492240102E-7i
112.42100350620873                                0.9982126082813954+7.160582024276494E-7i
142.08308325339223                                0.9982126745446537+5.896893098470235E-7i
179.5714494371641                                 0.9982127209601106+4.838488502815734E-7i
226.9510536694671                                 0.9982127539778356+3.966404372934573E-7i
286.83168133420116                                0.9982127780115027+3.254801662563548E-7i
362.51170499885353                                0.9982127959903383+2.677547641241272E-7i
458.1597669054491                                 0.9982128098310272+2.2110933799397175E-7i
579.0443980602489                                 0.9982128207822015+1.8353987057837786E-7i
731.8242219076182                                 0.9982128296567245+1.5339632943343428E-7i
924.9147277217335                                 0.9982128369822102+1.293525393862812E-7i
1168.9518164985777                                0.9982128430985326+1.1036879262728759E-7i
1477.3776525985127                                0.9982128482214638+9.565715903108304E-8i
1867.1810912919207                                0.9982128524865903+8.465211391619046E-8i
2359.8334667821937                                0.9982128559788013+7.698704923947436E-8i
2982.471286216894                                 0.9982128587528916+7.24771959386104E-8i
3769.3909753883636                                0.998212860845707+7.110962551666769E-8i
4763.938010401341                                 0.9982128622841147+7.304169182622495E-8i
6020.894493336138                                 0.9982128630886201+7.860873808267698E-8i
7609.496685459883                                 0.9982128632751769+8.834224942584632E-8i
9617.248711152964                                 0.9982128628555804+1.0299992902462228E-7i
12154.742500762884                                0.9982128618381807+1.2360877320913453E-7i
15361.749466718296                                0.9982128602286012+1.515237518476486E-7i
19414.919457438817                                0.9982128580314831+1.8850518967260425E-7i
24537.51106639822                                 0.9982128552542424+2.3681882226844786E-7i
31011.689265747817                                0.9982128519132453+2.993635943298659E-7i
39194.06774847221                                 0.9982128480440476+3.798340631643109E-7i
49535.352089591805                                0.9982128437178579+4.829264376653508E-7i
62605.16572014828                                 0.9982128390670624+6.145990430358789E-7i
79123.42618981327                                 0.9982128343269289+7.82400967628752E-7i
100000                                            0.9982128298995661+9.958866444353786E-7i
