% Model:              modelG_beltrami_2_particles.mph
% Version:            COMSOL 6.4.0.293
% Date:               Apr 2 2026, 14:08
% Table:              Tabelle 1 - sigma_eff
% w                                               Normalized effective conductivity
0.1                                               0.9981425405064124+1.2314313617976662E-8i
0.1263848202934298                                0.9981425405345572+1.55632816631563E-8i
0.15973122800602543                               0.9981425405796125+1.9669339974783586E-8i
0.2018760254679039                                0.9981425406513228+2.4858483539249025E-8i
0.25514065200312885                               0.9981425407660302+3.1416186178587065E-8i
0.32245905452963947                               0.998142540949229+3.970294199020452E-8i
0.4075392965871777                                0.9981425412417048+5.0173752529455225E-8i
0.5150678076168125                                0.9981425417086777+6.340244461607418E-8i
0.6509675230458171                                0.9981425424544469+8.011177854733642E-8i
0.822724134170047                                 0.9981425436446831+1.0121024498066173E-7i
1.03979841848149                                  0.9981425455436899+1.278360621111579E-7i
1.3141473626117568                                0.9981425485711833+1.6140779248387241E-7i
1.6608827826277157                                0.9981425533926424+2.036784643844622E-7i
2.0991037201085545                                0.9981425610582909+2.56784709155042E-7i
2.6529484644318972                                0.9981425732147706+3.232716325303032E-7i
3.3529241492495583                                0.9981425924181617+4.060533581363975E-7i
4.237587160604064                                 0.9981426225749477+5.082312696040505E-7i
5.355666917706899                                 0.9981426695085781+6.326295643185993E-7i
6.768750009458534                                 0.9981427415487073+7.80827029620994E-7i
8.554672535565684                                 0.9981428498097102+9.514225826598623E-7i
10.811807510766078                                0.9981430074135867+1.1374455876490237E-6i
13.664483492953257                                0.9981432265130825+1.323539566083893E-6i
17.26983290659436                                 0.9981435123242958+1.4850073145855908E-6i
21.826447283974872                                0.9981438557181154+1.5920276927577625E-6i
27.58531617629184                                 0.9981442298043143+1.6203914540783926E-6i
34.863652276780876                                0.9981445963701169+1.5635438505634349E-6i
44.06236427773573                                 0.9981449203476006+1.4362528402052119E-6i
55.68813990945273                                 0.9981451819219704+1.2664865340556695E-6i
70.38135554931561                                 0.9981453785480373+1.0828108938411974E-6i
88.95134973108236                                 0.9981455190521906+9.061526344681867E-7i
112.42100350620873                                0.998145616397135+7.481004772316931E-7i
142.08308325339223                                0.9981456829656131+6.129763416909152E-7i
179.5714494371641                                 0.9981457286372796+5.006895885310753E-7i
226.9510536694671                                 0.9981457605487506+4.089803097360418E-7i
286.83168133420116                                0.9981457835440206+3.34817447954086E-7i
362.51170499885353                                0.9981458007717408+2.751463738785051E-7i
458.1597669054491                                 0.998145814210562+2.2723189629220588E-7i
579.0443980602489                                 0.9981458250679786+1.887790087332934E-7i
731.8242219076182                                 0.998145834061511+1.579427863602288E-7i
924.9147277217335                                 0.998145841608536+1.3328928401009816E-7i
1168.9518164985777                                0.9981458479507774+1.1373979680498748E-7i
1477.3776525985127                                0.9981458532331369+9.851449502159452E-8i
1867.1810912919207                                0.9981458575518365+8.708275336378137E-8i
2359.8334667821937                                0.9981458609821698+7.912335355801573E-8i
2982.471286216894                                 0.9981458635914331+7.449608662843193E-8i
3769.3909753883636                                0.9981458654433166+7.322570276236785E-8i
4763.938010401341                                 0.9981458665955234+7.549922027662398E-8i
6020.894493336138                                 0.9981458670962334+8.167733696726573E-8i
7609.496685459883                                 0.998145866980171+9.231946543517939E-8i
9617.248711152964                                 0.9981458662685567+1.0822181587641478E-7i
12154.742500762884                                0.9981458649704862+1.304684413354222E-7i
15361.749466718296                                0.9981458630869362+1.6049679520943505E-7i
19414.919457438817                                0.9981458606158176+2.0018105482362103E-7i
24537.51106639822                                 0.9981458575577092+2.5193820388549053E-7i
31011.689265747817                                0.9981458539244562+3.188631737808807E-7i
39194.06774847221                                 0.9981458497496252+4.0490120355685386E-7i
49535.352089591805                                0.998145845106367+5.150667485466421E-7i
62605.16572014828                                 0.9981458401347476+6.557209037031084E-7i
79123.42618981327                                 0.998145835084922+8.349220153688876E-7i
100000                                            0.9981458303862424+1.0628680609622949E-6i
