% Model:              modelG_beltrami_2_particles.mph
% Version:            COMSOL 6.4.0.293
% Date:               Apr 2 2026, 14:14
% Table:              Tabelle 1 - sigma_eff
% w                                               Normalized effective conductivity
0.1                                               0.9981727339250286+1.193840877539435E-8i
0.1263848202934298                                0.998172733952285+1.5088199481643262E-8i
0.15973122800602543                               0.9981727339958587+1.9068917314625902E-8i
0.2018760254679039                                0.9981727340653793+2.4099658689711186E-8i
0.25514065200312885                               0.9981727341764887+3.045718370322216E-8i
0.32245905452963947                               0.9981727343539175+3.849098294470089E-8i
0.4075392965871777                                0.9981727346371411+4.86421706740332E-8i
0.5150678076168125                                0.9981727350894399+6.146706113487789E-8i
0.6509675230458171                                0.9981727358117067+7.7666359688363E-8i
0.822724134170047                                 0.9981727369645013+9.812084067122876E-8i
1.03979841848149                                  0.9981727388036237+1.239340101508202E-7i
1.3141473626117568                                0.9981727417357976+1.5648119351657937E-7i
1.6608827826277157                                0.9981727464054344+1.974620389406448E-7i
2.0991037201085545                                0.9981727538296284+2.489482194162788E-7i
2.6529484644318972                                0.9981727656032954+3.1340769316176947E-7i
3.3529241492495583                                0.9981727842019574+3.936666915383492E-7i
4.237587160604064                                 0.998172813409227+4.927340267097691E-7i
5.355666917706899                                 0.9981728588655597+6.133517689446576E-7i
6.768750009458534                                 0.9981729286393516+7.570581985649531E-7i
8.554672535565684                                 0.9981730334976018+9.225088883708296E-7i
10.811807510766078                                0.99817318615554+1.1029694523388964E-6i
13.664483492953257                                0.998173398396809+1.2835879524802603E-6i
17.26983290659436                                 0.998173675299318+1.4404673946410605E-6i
21.826447283974872                                0.9981740080646458+1.5447421864993265E-6i
27.58531617629184                                 0.9981743707088553+1.5729633972436341E-6i
34.863652276780876                                0.9981747262893045+1.5187490052369464E-6i
44.06236427773573                                 0.9981750408966902+1.3963298689231581E-6i
55.68813990945273                                 0.9981752953592222+1.2326887387996083E-6i
70.38135554931561                                 0.9981754871754585+1.055376708124406E-6i
88.95134973108236                                 0.9981756248005413+8.845699196009559E-7i
112.42100350620873                                0.9981757206616276+7.314539370518361E-7i
142.08308325339223                                0.9981757866260639+6.002356305921953E-7i
179.5714494371641                                 0.9981758321651102+4.908917780712665E-7i
226.9510536694671                                 0.9981758641311066+4.013212852410488E-7i
286.83168133420116                                0.9981758871948063+3.2868227310758953E-7i
362.51170499885353                                0.9981759044200386+2.701019514841592E-7i
458.1597669054491                                 0.998175917764379+2.2299786917837637E-7i
579.0443980602489                                 0.9981759284540428+1.8518874644653347E-7i
731.8242219076182                                 0.9981759372451882+1.5490309915128888E-7i
924.9147277217335                                 0.9981759445976751+1.3074471940361695E-7i
1168.9518164985777                                0.9981759507891039+1.116447636189491E-7i
1477.3776525985127                                0.9981759559874783+9.681432691772443E-8i
1867.1810912919207                                0.9981759602973359+8.57035144824138E-8i
2359.8334667821937                                0.998175963788281+7.796909187770151E-8i
2982.471286216894                                 0.9981759665115916+7.345178248608299E-8i
3769.3909753883636                                0.9981759685092736+7.216343965090701E-8i
4763.938010401341                                 0.9981759698177313+7.428461410008365E-8i
6020.894493336138                                 0.9981759704686569+8.017301722841995E-8i
7609.496685459883                                 0.9981759704886253+9.03835316789522E-8i
9617.248711152964                                 0.9981759698977969+1.0570080133657822E-7i
12154.742500762884                                0.9981759687096259+1.2718576683141812E-7i
15361.749466718296                                0.9981759669319965+1.5623820117827234E-7i
19414.919457438817                                0.998175964569154+1.94678078042078E-7i
24537.51106639822                                 0.9981759616266324+2.4484995325899643E-7i
31011.689265747817                                0.9981759581184547+3.097558030503524E-7i
39194.06774847221                                 0.9981759540787731+3.9322315566718523E-7i
49535.352089591805                                0.9981759495789341+5.001180109015815E-7i
62605.16572014828                                 0.9981759447546332+6.366142432032727E-7i
79123.42618981327                                 0.9981759398484823+8.105339384776603E-7i
100000                                            0.9981759352768181+1.0317766451752339E-6i
