% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jun 19 2025, 16:49
% Table:              Table 1 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9661111918614146+2.4948566385312733E-7i
0.1263848202934298                                0.9661111923244143+3.153101884012231E-7i
0.15973122800602543                               0.9661111930640071+3.9850054198369995E-7i
0.2018760254679039                                0.9661111942454252+5.03636779099833E-7i
0.25514065200312885                               0.9661111961323785+6.365054701551988E-7i
0.32245905452963947                               0.9661111991462293+8.044160792648778E-7i
0.4075392965871777                                0.966111203959831+1.0165988250999967E-6i
0.5150678076168125                                0.9661112116475599+1.2847034904518475E-6i
0.6509675230458171                                0.966111223924043+1.6234217350291764E-6i
0.822724134170047                                 0.9661112435257401+2.0512572549453014E-6i
1.03979841848149                                  0.9661112748158326+2.5914662573452116E-6i
1.3141473626117568                                0.9661113247452274+3.273179989292312E-6i
1.6608827826277157                                0.9661114043691889+4.132691071197611E-6i
2.0991037201085545                                0.966111531225461+5.214815305736713E-6i
2.6529484644318972                                0.9661117330219045+6.574090571358955E-6i
3.3529241492495583                                0.9661120532465783+8.27527122067131E-6i
4.237587160604064                                 0.9661125594385762+1.039199701985837E-5i
5.355666917706899                                 0.9661133547206803+1.3001485305602301E-5i
6.768750009458534                                 0.9661145922746985+1.617147160857334E-5i
8.554672535565684                                 0.966116489619236+1.993365972110496E-5i
10.811807510766078                                0.966119333175611+2.4237300385404222E-5i
13.664483492953257                                0.9661234529533959+2.8882114098295772E-5i
17.26983290659436                                 0.9661291381126239+3.345029283420025E-5i
21.826447283974872                                0.9661364781841585+3.72956998026068E-5i
27.58531617629184                                 0.9661451815616018+3.967309664268317E-5i
34.863652276780876                                0.9661545181669532+4.00237698284967E-5i
44.06236427773573                                 0.966163518116432+3.826170845197585E-5i
55.68813990945273                                 0.9661713435199947+3.482221869640346E-5i
70.38135554931561                                 0.9661775624766529+3.042734499809801E-5i
88.95134973108236                                 0.9661821633399144+2.5774920486914854E-5i
112.42100350620873                                0.9661853923574122+2.135603410022157E-5i
142.08308325339223                                0.9661875774310772+1.743142979317415E-5i
179.5714494371641                                 0.9661890208196062+1.4090689942033127E-5i
226.9510536694671                                 0.9661899595682653+1.1323347991508583E-5i
286.83168133420116                                0.966190564118383+9.071709601700633E-6i
362.51170499885353                                0.9661909510259806+7.262365782811741E-6i
458.1597669054491                                 0.9661911976323051+5.822455329683946E-6i
579.0443980602489                                 0.9661913543460137+4.686871142634715E-6i
731.8242219076182                                 0.9661914536902685+3.800645274195612E-6i
924.9147277217335                                 0.9661915165293001+3.11903951802699E-6i
1168.9518164985777                                0.9661915562004627+2.60671068113994E-6i
1477.3776525985127                                0.9661915812065305+2.236625924223808E-6i
1867.1810912919207                                0.9661915969555278+1.9890369070267752E-6i
2359.8334667821937                                0.9661916068807304+1.850644073024467E-6i
2982.471286216894                                 0.9661916131602702+1.8140019068302874E-6i
3769.3909753883636                                0.9661916171795298+1.8771841179502595E-6i
4763.938010401341                                 0.9661916198289872+2.043718101128514E-6i
6020.894493336138                                 0.96619162169724+2.3228008672260954E-6i
7609.496685459883                                 0.966191623200396+2.729816955783298E-6i
9617.248711152964                                 0.9661916246735974+3.2871916619349166E-6i
12154.742500762884                                0.966191626445797+4.0256291959647275E-6i
15361.749466718296                                0.9661916289126601+4.985805137279197E-6i
19414.919457438817                                0.966191632625222+6.22060740566094E-6i
24537.51106639822                                 0.9661916384126491+7.798048877827432E-6i
31011.689265747817                                0.9661916475677917+9.80501218036427E-6i
39194.06774847221                                 0.9661916621352791+1.2352031856977654E-5i
49535.352089591805                                0.9661916853689668+1.5579375796913795E-5i
62605.16572014828                                 0.9661917224579197+1.9664756979254124E-5i
79123.42618981327                                 0.9661917816853676+2.4833093004300744E-5i
100000                                            0.9661918762778854+3.1368835877345023E-5i
