% Model:              modelG_beltrami_2_particles.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jan 20 2025, 14:23
% Table:              Tabelle 1 - sigma_eff ((dflux.u21-dflux.u22)*2*pi/(pi*L^2)/E0/(2*mu*c0))
% w                                               Normalized effective conductivity
0.1                                               0.9990211748234932+2.636202759260228E-10i
0.1263848202934298                                0.9990211748242999+3.331621118124755E-10i
0.15973122800602543                               0.9990211748256226+4.2103829042272306E-10i
0.2018760254679039                                0.9990211748277725+5.320719151276883E-10i
0.25514065200312885                               0.9990211748311346+6.723440842404837E-10i
0.32245905452963947                               0.9990211748365556+8.49511113207495E-10i
0.4075392965871777                                0.9990211748451014+1.0731908639999594E-9i
0.5150678076168125                                0.9990211748587932+1.3554222602489412E-9i
0.6509675230458171                                0.999021174880544+1.7111904773590915E-9i
0.822724134170047                                 0.9990211749149369+2.1589859542843404E-9i
1.03979841848149                                  0.9990211749690503+2.721321791897058E-9i
1.3141473626117568                                0.9990211750535892+3.4250705214264373E-9i
1.6608827826277157                                0.9990211751840385+4.301423109715052E-9i
2.0991037201085545                                0.9990211753818143+5.385313912048802E-9i
2.6529484644318972                                0.999021175675116+6.71447177219378E-9i
3.3529241492495583                                0.9990211760983669+8.328921341792218E-9i
4.237587160604064                                 0.9990211766919675+1.0272138546388792E-8i
5.355666917706899                                 0.9990211775043504+1.2593631167290178E-8i
6.768750009458534                                 0.999021178598408+1.534950845059501E-8i
8.554672535565684                                 0.9990211800581854+1.8597248718853626E-8i
10.811807510766078                                0.9990211819915403+2.238635637395401E-8i
13.664483492953257                                0.9990211845287919+2.6749882469342806E-8i
17.26983290659436                                 0.9990211878210071+3.169612383987297E-8i
21.826447283974872                                0.9990211920362508+3.719643326942922E-8i
27.58531617629184                                 0.9990211973476315+4.3172437395515697E-8i
34.863652276780876                                0.999021203915256+4.9489225249934974E-8i
44.06236427773573                                 0.9990212118668272+5.5954258955638786E-8i
55.68813990945273                                 0.9990212212752545+6.232186703524224E-8i
70.38135554931561                                 0.9990212321358102+6.830847584040511E-8i
88.95134973108236                                 0.9990212443498541+7.361969961488072E-8i
112.42100350620873                                0.9990212577221399+7.798411490746133E-8i
142.08308325339223                                0.9990212719730854+8.118683201963994E-8i
179.5714494371641                                 0.9990212867648173+8.309556949622498E-8i
226.9510536694671                                 0.9990213017356728+8.367346450015342E-8i
286.83168133420116                                0.9990213165354724+8.297680557921284E-8i
362.51170499885353                                0.9990213308542396+8.114017314430085E-8i
458.1597669054491                                 0.9990213444406776+7.835429550757154E-8i
579.0443980602489                                 0.9990213571088881+7.484253721206892E-8i
731.8242219076182                                 0.9990213687364938+7.084068615761492E-8i
924.9147277217335                                 0.9990213792553484+6.658270257685434E-8i
1168.9518164985777                                0.999021388640435+6.229317124669377E-8i
1477.3776525985127                                0.9990213968979438+5.8185817284465335E-8i
1867.1810912919207                                0.9990214040542862+5.4467086172928E-8i
2359.8334667821937                                0.99902141014743+5.134352281681714E-8i
2982.471286216894                                 0.9990214152200468+4.90322927707824E-8i
3769.3909753883636                                0.9990214193144039+4.77743189086634E-8i
4763.938010401341                                 0.9990214224689736+4.784996284424349E-8i
6020.894493336138                                 0.9990214247164266+4.959753983267445E-8i
7609.496685459883                                 0.9990214260820216+5.3435404381299754E-8i
9617.248711152964                                 0.9990214265831034+5.988878866406085E-8i
12154.742500762884                                0.999021426229009+6.962261927194919E-8i
15361.749466718296                                0.9990214250217094+8.348211000716727E-8i
19414.919457438817                                0.9990214229572124+1.0254310048048134E-7i
24537.51106639822                                 0.9990214200278897+1.2817501026699689E-7i
31011.689265747817                                0.9990214162260308+1.621201877407005E-7i
39194.06774847221                                 0.999021411550338+2.0659375834434618E-7i
49535.352089591805                                0.9990214060158419+2.6440922117067105E-7i
62605.16572014828                                 0.9990213996697763+3.391367200145328E-7i
79123.42618981327                                 0.999021392617243+4.353023005213814E-7i
100000                                            0.9990213850612264+5.586387442576603E-7i
