% Model:              modelG_beltrami_2_particles.mph
% Version:            COMSOL 6.4.0.293
% Date:               Apr 2 2026, 16:03
% Table:              Tabelle 1 - sigma_eff
% w                                               Normalized effective conductivity
0.1                                               0.9981932750944392+8.397874931984088E-9i
0.1263848202934298                                0.9981932751022271+1.0613623884622204E-8i
0.15973122800602543                               0.998193275114629+1.341397867217264E-8i
0.2018760254679039                                0.9981932751345038+1.6953170655745896E-8i
0.25514065200312885                               0.9981932751661465+2.1426108761600775E-8i
0.32245905452963947                               0.9981932752167121+2.7079095630328552E-8i
0.4075392965871777                                0.998193275297472+3.422335487738783E-8i
0.5150678076168125                                0.9981932754265266+4.325209296584282E-8i
0.6509675230458171                                0.9981932756326396+5.46619956036198E-8i
0.822724134170047                                 0.9981932759617991+6.908025737225931E-8i
1.03979841848149                                  0.9981932764875648+8.729846672271306E-8i
1.3141473626117568                                0.9981932773270622+1.1031487024426494E-7i
1.6608827826277157                                0.998193278667553+1.393866626619245E-7i
2.0991037201085545                                0.9981932808073112+1.7609380424815775E-7i
2.6529484644318972                                0.9981932842216195+2.2241511669452214E-7i
3.3529241492495583                                0.9981932896663674+2.8081533101188837E-7i
4.237587160604064                                 0.9981932983404554+3.543369063206313E-7i
5.355666917706899                                 0.9981933121377948+4.4668008596159205E-7i
6.768750009458534                                 0.9981933340297322+5.622337753688634E-7i
8.554672535565684                                 0.9981933686287043+7.059799877467195E-7i
10.811807510766078                                0.9981934229713331+8.831240890098929E-7i
13.664483492953257                                0.9981935074961862+1.098192580990691E-6i
17.26983290659436                                 0.9981936369931367+1.3532089203120658E-6i
21.826447283974872                                0.9981938308648105+1.6445232747292458E-6i
27.58531617629184                                 0.998194111315413+1.9582751942199147E-6i
34.863652276780876                                0.9981944975037619+2.265894677502131E-6i
44.06236427773573                                 0.9981949947439608+2.5236454319974944E-6i
55.68813990945273                                 0.9981955824725685+2.681729765060475E-6i
70.38135554931561                                 0.9981962109998672+2.7036736330515183E-6i
88.95134973108236                                 0.9981968155077374+2.5850751426682737E-6i
112.42100350620873                                0.9981973409934234+2.355949232114473E-6i
142.08308325339223                                0.9981977598794404+2.0644680644354004E-6i
179.5714494371641                                 0.9981980721682072+1.7563970205394831E-6i
226.9510536694671                                 0.9981982943301572+1.4635349831044553E-6i
286.83168133420116                                0.9981984477751963+1.2026101477592244E-6i
362.51170499885353                                0.9981985520504953+9.793317192467058E-7i
458.1597669054491                                 0.9981986224085252+7.93028141692136E-7i
579.0443980602489                                 0.9981986697813998+6.400599109647545E-7i
731.8242219076182                                 0.9981987016557543+5.158468900357088E-7i
924.9147277217335                                 0.9981987230613063+4.1588302119869137E-7i
1168.9518164985777                                0.9981987373725574+3.3615270657537987E-7i
1477.3776525985127                                0.998198746872472+2.7324681901073174E-7i
1867.1810912919207                                0.9981987531216483+2.2435118982378755E-7i
2359.8334667821937                                0.9981987571930985+1.87194770580034E-7i
2982.471286216894                                 0.9981987598221355+1.599947549547509E-7i
3769.3909753883636                                0.9981987615080655+1.4141066020344686E-7i
4763.938010401341                                 0.9981987625850591+1.305091769889596E-7i
6020.894493336138                                 0.9981987632738204+1.2673987239112873E-7i
7609.496685459883                                 0.9981987637191571+1.299220829589126E-7i
9617.248711152964                                 0.9981987640165012+1.4024539587491915E-7i
12154.742500762884                                0.9981987642304697+1.5828588469551812E-7i
15361.749466718296                                0.9981987644079975+1.85041047478933E-7i
19414.919457438817                                0.9981987645884269+2.219865242288435E-7i
24537.51106639822                                 0.99819876481168+2.7115821691660653E-7i
31011.689265747817                                0.9981987651276722+3.3526494387769484E-7i
39194.06774847221                                 0.9981987656067904+4.178376939303164E-7i
49535.352089591805                                0.9981987663560271+5.234240723675983E-7i
62605.16572014828                                 0.9981987675426386+6.578383886073884E-7i
79123.42618981327                                 0.9981987694316706+8.284810442479416E-7i
100000                                            0.9981987724449708+1.0447443937501782E-6i
