% Model:              modelG_beltrami_2_particles.mph
% Version:            COMSOL 6.4.0.293
% Date:               Apr 2 2026, 16:51
% Table:              Tabelle 1 - sigma_eff
% w                                               Normalized effective conductivity
0.1                                               0.9980165899948198+1.0065210123226534E-8i
0.1263848202934298                                0.9980165900041632+1.2720879341199952E-8i
0.15973122800602543                               0.9980165900190814+1.6077223376673746E-8i
0.2018760254679039                                0.998016590042957+2.031909493761176E-8i
0.25514065200312885                               0.9980165900810511+2.5680100358633284E-8i
0.32245905452963947                               0.9980165901419483+3.2455443318518495E-8i
0.4075392965871777                                0.9980165902391547+4.101813726974509E-8i
0.5150678076168125                                0.9980165903944547+5.1839454667869396E-8i
0.6509675230458171                                0.9980165906424904+6.551468962991887E-8i
0.822724134170047                                 0.9980165910386786+8.279555212227607E-8i
1.03979841848149                                  0.9980165916713991+1.0463077496525387E-7i
1.3141473626117568                                0.998016592681805+1.3221676059001046E-7i
1.6608827826277157                                0.9980165942950794+1.6706023208269017E-7i
2.0991037201085545                                0.9980165968702572+2.1105468012462016E-7i
2.6529484644318972                                0.998016600979422+2.6657148822793845E-7i
3.3529241492495583                                0.9980166075322707+3.3656410006764684E-7i
4.237587160604064                                 0.9980166179715706+4.246777428247401E-7i
5.355666917706899                                 0.9980166345765575+5.353447364579747E-7i
6.768750009458534                                 0.9980166609229912+6.738202170445883E-7i
8.554672535565684                                 0.9980167025611907+8.46065163886708E-7i
10.811807510766078                                0.9980167679577157+1.0582984986257066E-6i
13.664483492953257                                0.9980168696703868+1.3159071803264717E-6i
17.26983290659436                                 0.9980170254867274+1.6212450862698057E-6i
21.826447283974872                                0.9980172587296231+1.9698107120557996E-6i
27.58531617629184                                 0.9980175960604102+2.3447809286310817E-6i
34.863652276780876                                0.9980180604123371+2.7115999250012926E-6i
44.06236427773573                                 0.9980186579569796+3.01745534329367E-6i
55.68813990945273                                 0.998019363594185+3.2022964079583958E-6i
70.38135554931561                                 0.9980201170552937+3.2222530514024072E-6i
88.95134973108236                                 0.9980208398219972+3.0722860004240504E-6i
112.42100350620873                                0.9980214652762069+2.7890538014407537E-6i
142.08308325339223                                0.9980219600600309+2.431310307972694E-6i
179.5714494371641                                 0.9980223244093386+2.055000981953671E-6i
226.9510536694671                                 0.9980225787952297+1.6990963282456804E-6i
286.83168133420116                                0.9980227498724302+1.384056379070696E-6i
362.51170499885353                                0.9980228620429675+1.1166857323873454E-6i
458.1597669054491                                 0.9980229343721132+8.958325228709318E-7i
579.0443980602489                                 0.9980229805100371+7.166188320534129E-7i
731.8242219076182                                 0.9980230097384326+5.729713167818378E-7i
924.9147277217335                                 0.9980230281737839+4.589203737608989E-7i
1168.9518164985777                                0.9980230397696881+3.691658728315932E-7i
1477.3776525985127                                0.9980230470511501+2.992566407955567E-7i
1867.1810912919207                                0.9980230516188596+2.4558791292258015E-7i
2359.8334667821937                                0.9980230544829891+2.0532598668756232E-7i
2982.471286216894                                 0.998023056279317+1.763140075564514E-7i
3769.3909753883636                                0.9980230574076305+1.569841305630886E-7i
4763.938010401341                                 0.9980230581190412+1.4628659149709538E-7i
6020.894493336138                                 0.9980230585725214+1.4363958105945493E-7i
7609.496685459883                                 0.9980230588691213+1.489009741308607E-7i
9617.248711152964                                 0.998023059075119+1.6236238424901892E-7i
12154.742500762884                                0.998023059236419+1.847662070965781E-7i
15361.749466718296                                0.9980230593890507+2.1734689874423665E-7i
19414.919457438817                                0.9980230595672118+2.6189926037692887E-7i
24537.51106639822                                 0.9980230598106035+3.20877315295047E-7i
31011.689265747817                                0.9980230601737157+3.9752953464630116E-7i
39194.06774847221                                 0.9980230607374463+4.960776025118543E-7i
49535.352089591805                                0.9980230616278765+6.219487849908184E-7i
62605.16572014828                                 0.9980230630437006+7.820742821622454E-7i
79123.42618981327                                 0.9980230653013552+9.852699812967226E-7i
100000                                            0.9980230689049289+1.242719858696649E-6i
