% Model:              modelG_beltrami_2_particles.mph
% Version:            COMSOL 6.4.0.293
% Date:               Apr 2 2026, 16:30
% Table:              Tabelle 1 - sigma_eff
% w                                               Normalized effective conductivity
0.1                                               0.9981595988363136+8.69416771436115E-9i
0.1263848202934298                                0.9981595988443862+1.0988092410643907E-8i
0.15973122800602543                               0.998159598857242+1.3887248891388205E-8i
0.2018760254679039                                0.9981595988777804+1.755131004135151E-8i
0.25514065200312885                               0.9981595989106352+2.2182061422959724E-8i
0.32245905452963947                               0.9981595989630627+2.8034495561724908E-8i
0.4075392965871777                                0.9981595990468708+3.543081610914821E-8i
0.5150678076168125                                0.9981595991806639+4.4778101897075463E-8i
0.6509675230458171                                0.9981595993944359+5.659056087983014E-8i
0.822724134170047                                 0.9981595997357874+7.151751313156752E-8i
1.03979841848149                                  0.9981596002810088+9.037846878811074E-8i
1.3141473626117568                                0.9981596011516549+1.1420688133531028E-7i
1.6608827826277157                                0.9981596025417936+1.443042745900078E-7i
2.0991037201085545                                0.9981596047607976+1.8230629733004476E-7i
2.6529484644318972                                0.9981596083016129+2.302614775572893E-7i
3.3529241492495583                                0.9981596139480535+2.9072128400977905E-7i
4.237587160604064                                 0.9981596229435054+3.6683507242967444E-7i
5.355666917706899                                 0.998159637251892+4.624327419000151E-7i
6.768750009458534                                 0.9981596599546699+5.820562570529512E-7i
8.554672535565684                                 0.9981596958348424+7.308598675767106E-7i
10.811807510766078                                0.9981597521891089+9.14225657810454E-7i
13.664483492953257                                0.9981598398411753+1.1368264871393421E-6i
17.26983290659436                                 0.9981599741250777+1.4007322291298331E-6i
21.826447283974872                                0.9981601751534239+1.7021195582157717E-6i
27.58531617629184                                 0.9981604659334656+2.0265641360942707E-6i
34.863652276780876                                0.9981608662936005+2.3443751020221275E-6i
44.06236427773573                                 0.9981613816702614+2.610128567381677E-6i
55.68813990945273                                 0.9981619906162871+2.7721293196026566E-6i
70.38135554931561                                 0.9981626414317477+2.7925467738266183E-6i
88.95134973108236                                 0.9981632667025008+2.6668944299897612E-6i
112.42100350620873                                0.998163809217023+2.426484661275013E-6i
142.08308325339223                                0.9981642402944328+2.1215575113673813E-6i
179.5714494371641                                 0.998164560003118+1.7998976658485566E-6i
226.9510536694671                                 0.9981647856447734+1.4947528707303082E-6i
286.83168133420116                                0.9981649397377254+1.2236128750684975E-6i
362.51170499885353                                0.9981650428760136+9.924000443783797E-7i
458.1597669054491                                 0.9981651111513591+8.00314935778208E-7i
579.0443980602489                                 0.9981651561052346+6.434134969727864E-7i
731.8242219076182                                 0.9981651856265058+5.167400714412557E-7i
924.9147277217335                                 0.998165204974551+4.154105327865086E-7i
1168.9518164985777                                0.9981652176208683+3.3507278322505933E-7i
1477.3776525985127                                0.9981652258538708+2.7204703957240936E-7i
1867.1810912919207                                0.9981652311861133+2.2332197703579647E-7i
2359.8334667821937                                0.9981652346196452+1.864978281912887E-7i
2982.471286216894                                 0.9981652368182553+1.5971867722742967E-7i
3769.3909753883636                                0.9981652382200359+1.416112075194377E-7i
4763.938010401341                                 0.9981652391121799+1.3123614623417803E-7i
6020.894493336138                                 0.9981652396820352+1.280541363778023E-7i
7609.496685459883                                 0.9981652400516853+1.3190715352447437E-7i
9617.248711152964                                 0.9981652403013803+1.4301649076790982E-7i
12154.742500762884                                0.9981652404859944+1.619987062973326E-7i
15361.749466718296                                0.9981652406463088+1.8990177482289442E-7i
19414.919457438817                                0.9981652408180358+2.2826378184968335E-7i
24537.51106639822                                 0.9981652410394685+2.791983117975389E-7i
31011.689265747817                                0.998165241359872+3.4551103865351406E-7i
39194.06774847221                                 0.99816524185102+4.308543408019636E-7i
49535.352089591805                                0.9981652426225359+5.399283231187155E-7i
62605.16572014828                                 0.9981652438466697+6.787392852747282E-7i
79123.42618981327                                 0.9981652457968806+8.549296642753473E-7i
100000                                            0.9981652489086666+1.0781971320088046E-6i
