% Model:              modelG_beltrami_2_particles.mph
% Version:            COMSOL 6.4.0.293
% Date:               Apr 2 2026, 16:46
% Table:              Tabelle 1 - sigma_eff
% w                                               Normalized effective conductivity
0.1                                               0.9980498959227933+9.73180650218418E-9i
0.1263848202934298                                0.9980498959318819+1.2299508384228468E-8i
0.15973122800602543                               0.9980498959462618+1.5544675682082205E-8i
0.2018760254679039                                0.9980498959693436+1.964603800633791E-8i
0.25514065200312885                               0.9980498960061969+2.482946358496048E-8i
0.32245905452963947                               0.9980498960650347+3.1380377736711986E-8i
0.4075392965871777                                0.9980498961590117+3.965943811239051E-8i
0.5150678076168125                                0.998049896309194+5.012230664052996E-8i
0.6509675230458171                                0.9980498965490122+6.334455881971979E-8i
0.822724134170047                                 0.9980498969320113+8.005300517752127E-8i
1.03979841848149                                  0.9980498975436602+1.0116495292435676E-7i
1.3141473626117568                                0.9980498985204633+1.2783717588305422E-7i
1.6608827826277157                                0.9980499000801055+1.6152649033928825E-7i
2.0991037201085545                                0.9980499025697258+2.0406367212610957E-7i
2.6529484644318972                                0.9980499065422822+2.5774156530507013E-7i
3.3529241492495583                                0.9980499128772572+3.2541580444197124E-7i
4.237587160604064                                 0.9980499229695629+4.106109163557625E-7i
5.355666917706899                                 0.9980499390225741+5.176124907140101E-7i
6.768750009458534                                 0.9980499644932455+6.515017718626745E-7i
8.554672535565684                                 0.9980500047474653+8.180426261134765E-7i
10.811807510766078                                0.9980500679704988+1.0232486562570276E-6i
13.664483492953257                                0.9980501663029362+1.2723296481602756E-6i
17.26983290659436                                 0.9980503169418666+1.56756379986297E-6i
21.826447283974872                                0.9980505424366368+1.9046026128641293E-6i
27.58531617629184                                 0.9980508685657409+2.2671861739409704E-6i
34.863652276780876                                0.9980513175066064+2.6219109916438518E-6i
44.06236427773573                                 0.9980518952353203+2.917721278958446E-6i
55.68813990945273                                 0.9980525774978033+3.0965578896563097E-6i
70.38135554931561                                 0.9980533060378296+3.1159976659498282E-6i
88.95134973108236                                 0.9980540049497577+2.9711533260106793E-6i
112.42100350620873                                0.9980546098253653+2.697449752167681E-6i
142.08308325339223                                0.9980550884058912+2.351675521502243E-6i
179.5714494371641                                 0.9980554409059624+1.987907537167415E-6i
226.9510536694671                                 0.9980556870989405+1.6438171927266058E-6i
286.83168133420116                                0.9980558527361066+1.3391881450067613E-6i
362.51170499885353                                0.9980559613947891+1.080609309583529E-6i
458.1597669054491                                 0.9980560314993999+8.669806729964399E-7i
579.0443980602489                                 0.9980560762454693+6.935993661336449E-7i
731.8242219076182                                 0.9980561046094759+5.546041558311117E-7i
924.9147277217335                                 0.9980561225099676+4.4423085005602505E-7i
1168.9518164985777                                0.9980561337752127+3.573594408608096E-7i
1477.3776525985127                                0.9980561408521259+2.896882117586769E-7i
1867.1810912919207                                0.9980561452930855+2.377320984233004E-7i
2359.8334667821937                                0.9980561480784682+1.9875045787404906E-7i
2982.471286216894                                 0.99805614982575+1.7065658435550242E-7i
3769.3909753883636                                0.9980561509232662+1.5193312193311773E-7i
4763.938010401341                                 0.9980561516154395+1.4156373584643253E-7i
6020.894493336138                                 0.9980561520565415+1.3898468246828016E-7i
7609.496685459883                                 0.9980561523449965+1.440576022205819E-7i
9617.248711152964                                 0.9980561525451428+1.5706376001684922E-7i
12154.742500762884                                0.9980561527017464+1.7872045350142765E-7i
15361.749466718296                                0.9980561528496963+2.102209989778594E-7i
19414.919457438817                                0.9980561530220208+2.5330070213518845E-7i
24537.51106639822                                 0.9980561532573432+3.103324827838482E-7i
31011.689265747817                                0.9980561536081104+3.84457602078273E-7i
39194.06774847221                                 0.9980561541526803+4.797585816533384E-7i
49535.352089591805                                0.9980561550126321+6.014838492379272E-7i
62605.16572014828                                 0.9980561563802051+7.563363270419862E-7i
79123.42618981327                                 0.9980561585606778+9.528415804984114E-7i
100000                                            0.9980561620410882+1.201815385301633E-6i
