% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jun 26 2025, 14:42
% Table:              Table 1 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9709702288841242+1.9928352592541129E-7i
0.1263848202934298                                0.9709702292468106+2.5186270636398086E-7i
0.15973122800602543                               0.9709702298260567+3.183133627906022E-7i
0.2018760254679039                                0.9709702307514685+4.022939857761897E-7i
0.25514065200312885                               0.9709702322294363+5.084268515140876E-7i
0.32245905452963947                               0.9709702345901143+6.425507859002591E-7i
0.4075392965871777                                0.970970238360469+8.120390648738405E-7i
0.5150678076168125                                0.9709702443820025+1.0261980527948828E-6i
0.6509675230458171                                0.970970253997822+1.2967646907858124E-6i
0.822724134170047                                 0.9709702693512544+1.638522494220609E-6i
1.03979841848149                                  0.9709702938599754+2.0700544112636875E-6i
1.3141473626117568                                0.9709703329685321+2.614642756530828E-6i
1.6608827826277157                                0.9709703953366216+3.3013032963799186E-6i
2.0991037201085545                                0.970970494702266+4.16588623006854E-6i
2.6529484644318972                                0.9709706527709807+5.252060152927859E-6i
3.3529241492495583                                0.9709709036134176+6.611759011482326E-6i
4.237587160604064                                 0.9709713001497994+8.304220547354604E-6i
5.355666917706899                                 0.9709719232009865+1.039194121703991E-5i
6.768750009458534                                 0.970972892868051+1.2930605686806987E-5i
8.554672535565684                                 0.9709743798137415+1.594851394589244E-5i
10.811807510766078                                0.9709766090594651+1.9410520033315023E-5i
13.664483492953257                                0.970979840617047+2.3165839909891223E-5i
17.26983290659436                                 0.9709843042111161+2.6895045198333102E-5i
21.826447283974872                                0.9709900762687677+3.0101419914056592E-5i
27.58531617629184                                 0.9709969393983233+3.221103242035506E-5i
34.863652276780876                                0.9710043387164751+3.2793970609260603E-5i
44.06236427773573                                 0.9710115373156863+3.17848901248143E-5i
55.68813990945273                                 0.9710179052563236+2.9517134189049404E-5i
70.38135554931561                                 0.9710231293299653+2.6535750119326404E-5i
88.95134973108236                                 0.9710272165068065+2.335348519642441E-5i
112.42100350620873                                0.971030358341772+2.031337988683804E-5i
142.08308325339223                                0.9710327900219975+1.7582171470381942E-5i
179.5714494371641                                 0.971034713663697+1.5207686721091984E-5i
226.9510536694671                                 0.9710362796386832+1.3175826362171022E-5i
286.83168133420116                                0.9710375921219316+1.1445023998918958E-5i
362.51170499885353                                0.97103871816383+9.965309368894179E-6i
458.1597669054491                                 0.9710396973506853+8.69011511203368E-6i
579.0443980602489                                 0.9710405517647701+7.5820076938939444E-6i
731.8242219076182                                 0.9710412938686247+6.613649970600328E-6i
924.9147277217335                                 0.9710419316214464+5.766652893106841E-6i
1168.9518164985777                                0.9710424715769534+5.0298126817777595E-6i
1477.3776525985127                                0.9710429205788117+4.397295541712159E-6i
1867.1810912919207                                0.9710432864822537+3.867074079841217E-6i
2359.8334667821937                                0.971043578242416+3.4397624991342747E-6i
2982.471286216894                                 0.9710438056254502+3.117901018406342E-6i
3769.3909753883636                                0.9710439787285675+2.9056929339390915E-6i
4763.938010401341                                 0.9710441074518188+2.809173309662377E-6i
6020.894493336138                                 0.9710442010222521+2.8367738266946634E-6i
7609.496685459883                                 0.9710442676416754+3.0002410004547116E-6i
9617.248711152964                                 0.9710443142920198+3.3158678088622046E-6i
12154.742500762884                                0.9710443467014049+3.806016906021798E-6i
15361.749466718296                                0.9710443694492753+4.500943771539516E-6i
19414.919457438817                                0.9710443861784704+5.4409706700798276E-6i
24537.51106639822                                 0.9710443998831029+6.679108172383541E-6i
31011.689265747817                                0.9710444132577513+8.284268073453649E-6i
39194.06774847221                                 0.9710444291162357+1.0345258502629984E-5i
49535.352089591805                                0.971044450921638+1.297580030941589E-5i
62605.16572014828                                 0.9710444835092941+1.632085886493161E-5i
79123.42618981327                                 0.9710445341423922+2.0564650774041292E-5i
100000                                            0.9710446141218937+2.594076656877721E-5i
