% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jun 25 2025, 13:36
% Table:              Table 1 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.97318524236165+2.343986276972608E-7i
0.1263848202934298                                0.9731852434856584+2.962297939313193E-7i
0.15973122800602543                               0.9731852452805994+3.743602663101298E-7i
0.2018760254679039                                0.9731852481461406+4.7307563099206206E-7i
0.25514065200312885                               0.9731852527201555+5.977771076060578E-7i
0.32245905452963947                               0.9731852600179545+7.552607813960803E-7i
0.4075392965871777                                0.9731852716540593+9.54055677001355E-7i
0.5150678076168125                                0.9731852901887234+1.204822246399764E-6i
0.6509675230458171                                0.9731853196671585+1.520801212732088E-6i
0.822724134170047                                 0.9731853664466514+1.9182792064700127E-6i
1.03979841848149                                  0.9731854404482919+2.4169935634476285E-6i
1.3141473626117568                                0.9731855570208717+3.040317308242954E-6i
1.6608827826277157                                0.973185739665701+3.814905499027661E-6i
2.0991037201085545                                0.9731860238972222+4.769157268161051E-6i
2.6529484644318972                                0.9731864622989851+5.9292488461868956E-6i
3.3529241492495583                                0.9731871299452723+7.310700706398222E-6i
4.237587160604064                                 0.97318812723047+8.90305372802419E-6i
5.355666917706899                                 0.9731895735481663+1.0646728085208781E-5i
6.768750009458534                                 0.9731915815651236+1.240730173613034E-5i
8.554672535565684                                 0.9731942044366619+1.396541217790698E-5i
10.811807510766078                                0.9731973685952693+1.5052232792638933E-5i
13.664483492953257                                0.9732008401532733+1.5444436758194244E-5i
17.26983290659436                                 0.973204279279625+1.5074006960631729E-5i
21.826447283974872                                0.9732073695947148+1.4065093652105639E-5i
27.58531617629184                                 0.9732099298124719+1.2663149126753032E-5i
34.863652276780876                                0.9732119342379006+1.1120116498853884E-5i
44.06236427773573                                 0.9732134587450216+9.61820840414609E-6i
55.68813990945273                                 0.9732146132179491+8.25546292960843E-6i
70.38135554931561                                 0.9732154991157642+7.067531064549783E-6i
88.95134973108236                                 0.9732161951673964+6.054949097357873E-6i
112.42100350620873                                0.9732167578648077+5.201818091101895E-6i
142.08308325339223                                0.9732172257738274+4.48619247317846E-6i
179.5714494371641                                 0.9732176241389493+3.8858907949399234E-6i
226.9510536694671                                 0.9732179692356212+3.3813651836451456E-6i
286.83168133420116                                0.9732182717889727+2.9564716924835125E-6i
362.51170499885353                                0.973218539169893+2.598236271892008E-6i
458.1597669054491                                 0.9732187766692048+2.2963624339874373E-6i
579.0443980602489                                 0.973218988201978+2.0427717970553094E-6i
731.8242219076182                                 0.9732191766877548+1.831274970048179E-6i
924.9147277217335                                 0.9732193442715008+1.6573858252745413E-6i
1168.9518164985777                                0.9732194924851173+1.5182511442276348E-6i
1477.3776525985127                                0.9732196223969777+1.4126591702844431E-6i
1867.1810912919207                                0.9732197347627263+1.3410990801061707E-6i
2359.8334667821937                                0.9732198301743109+1.3058574111946825E-6i
2982.471286216894                                 0.9732199091954861+1.311151612310061E-6i
3769.3909753883636                                0.9732199724702938+1.363313852356287E-6i
4763.938010401341                                 0.9732200207926567+1.4710505324612214E-6i
6020.894493336138                                 0.9732200551292497+1.6458143106431058E-6i
7609.496685459883                                 0.9732200766008331+1.90233521667781E-6i
9617.248711152964                                 0.9732200864295146+2.2593637789956424E-6i
12154.742500762884                                0.9732200858743574+2.740682170322473E-6i
15361.749466718296                                0.9732200761786336+3.3764431438708933E-6i
19414.919457438817                                0.9732200585531231+4.204903446885585E-6i
24537.51106639822                                 0.9732200342169879+5.274632001285603E-6i
31011.689265747817                                0.9732200045201698+6.647296218498257E-6i
39194.06774847221                                 0.9732199711721505+8.401163121045164E-6i
49535.352089591805                                0.9732199366178477+1.063549462417533E-5i
62605.16572014828                                 0.9732199046327514+1.3476068716724498E-5i
79123.42618981327                                 0.9732198812467562+1.7082120312334663E-5i
100000                                            0.9732198761891099+2.1655067550221136E-5i
