% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jan 23 2025, 17:36
% Table:              Table 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9548194296496385+6.013947986726721E-7i
0.1263848202934298                                0.9548194344895736+7.59955834913209E-7i
0.15973122800602543                               0.9548194422166466+9.60235003124709E-7i
0.2018760254679039                                0.9548194545471136+1.213119794942762E-6i
0.25514065200312885                               0.9548194742116697+1.5322491328001944E-6i
0.32245905452963947                               0.9548195055432696+1.9346176190940145E-6i
0.4075392965871777                                0.9548195553935018+2.4412190694714243E-6i
0.5150678076168125                                0.9548196345202926+3.0776257387291674E-6i
0.6509675230458171                                0.9548197596527009+3.8742739212694565E-6i
0.822724134170047                                 0.9548199564015567+4.866003714057231E-6i
1.03979841848149                                  0.9548202629754252+6.090056444046382E-6i
1.3141473626117568                                0.9548207341484379+7.581341670222593E-6i
1.6608827826277157                                0.9548214435622557+9.363732903883892E-6i
2.0991037201085545                                0.9548224806057614+1.143744617411697E-5i
2.6529484644318972                                0.9548239370200091+1.3766602877811485E-5i
3.3529241492495583                                0.9548258824143084+1.6277199107019263E-5i
4.237587160604064                                 0.9548283400019116+1.887639999275107E-5i
5.355666917706899                                 0.9548312843766994+2.1488511671585437E-5i
6.768750009458534                                 0.9548346699279955+2.408031679019245E-5i
8.554672535565684                                 0.9548384663651254+2.6653186161604057E-5i
10.811807510766078                                0.954842671014501+2.921340453759786E-5i
13.664483492953257                                0.9548472941214552+3.174849643116766E-5i
17.26983290659436                                 0.9548523328638738+3.4225535389175354E-5i
21.826447283974872                                0.9548577552152632+3.661262269034602E-5i
27.58531617629184                                 0.9548635106667044+3.8905052751852014E-5i
34.863652276780876                                0.9548695574772064+4.112930697889474E-5i
44.06236427773573                                 0.9548758779792207+4.332557915309262E-5i
55.68813990945273                                 0.9548824757205239+4.553179452186461E-5i
70.38135554931561                                 0.954889368459058+4.777735015788463E-5i
88.95134973108236                                 0.9548965829810092+5.0080673421251564E-5i
112.42100350620873                                0.9549041506686864+5.244860425552928E-5i
142.08308325339223                                0.9549121050340706+5.487716899966854E-5i
179.5714494371641                                 0.9549204812275631+5.73510462477418E-5i
226.9510536694671                                 0.9549293147512374+5.984061811100004E-5i
286.83168133420116                                0.9549386371990527+6.229858433233711E-5i
362.51170499885353                                0.9549484696204138+6.465884305568977E-5i
458.1597669054491                                 0.9549588156990935+6.68384814559615E-5i
579.0443980602489                                 0.9549696561718972+6.874197570156862E-5i
731.8242219076182                                 0.9549809446216698+7.026678886873777E-5i
924.9147277217335                                 0.9549926046610231+7.131023943388863E-5i
1168.9518164985777                                0.9550045289539151+7.17775293290685E-5i
1477.3776525985127                                0.955016580481646+7.159053429861914E-5i
1867.1810912919207                                0.9550285963771634+7.06967823897951E-5i
2359.8334667821937                                0.9550403944760626+6.907790060342013E-5i
2982.471286216894                                 0.9550517824915632+6.675667740250796E-5i
3769.3909753883636                                0.9550625693840087+6.380183741582112E-5i
4763.938010401341                                 0.9550725781334898+6.032970291135717E-5i
6020.894493336138                                 0.955081658654721+5.6502182216382176E-5i
7609.496685459883                                 0.9550896993351519+5.252100993028898E-5i
9617.248711152964                                 0.9550966355158831+4.861884584161388E-5i
12154.742500762884                                0.9551024534790813+4.504861021181883E-5i
15361.749466718296                                0.9551071890964368+4.2073107592189906E-5i
19414.919457438817                                0.9551109212193595+3.995734852702432E-5i
24537.51106639822                                 0.9551137609226694+3.8965861291571725E-5i
31011.689265747817                                0.9551158385554285+3.936668275357656E-5i
39194.06774847221                                 0.9551172909657918+4.1442797490856624E-5i
49535.352089591805                                0.9551182511308275+4.551087387916019E-5i
62605.16572014828                                 0.9551188418432798+5.194654459350284E-5i
79123.42618981327                                 0.9551191743453151+6.121538897027689E-5i
100000                                            0.9551193522554177+7.390920761274816E-5i
