% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jan 24 2025, 00:02
% Table:              Table 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9684064241211405+7.252279226027034E-8i
0.1263848202934298                                0.9684064249152807+9.162920699483743E-8i
0.15973122800602543                               0.9684064261806106+1.1574780369891394E-7i
0.2018760254679039                                0.9684064281984969+1.46171747047121E-7i
0.25514065200312885                               0.9684064314078209+1.84506134678366E-7i
0.32245905452963947                               0.9684064365044148+2.3272174621751585E-7i
0.4075392965871777                                0.9684064445643735+2.9319651770886226E-7i
0.5150678076168125                                0.9684064572443336+3.68719979674817E-7i
0.6509675230458171                                0.9684064770249403+4.6241741991511575E-7i
0.822724134170047                                 0.9684065074961371+5.775310308171275E-7i
1.03979841848149                                  0.9684065535906042+7.169941006710564E-7i
1.3141473626117568                                0.9684066216430901+8.827897750072098E-7i
1.6608827826277157                                0.9684067190456287+1.0752205169359492E-6i
2.0991037201085545                                0.968406853534655+1.2923426672292727E-6i
2.6529484644318972                                0.9684070322222181+1.5297655921353206E-6i
3.3529241492495583                                0.9684072605188057+1.780874321290664E-6i
4.237587160604064                                 0.9684075411203712+2.0376751519231958E-6i
5.355666917706899                                 0.9684078736904951+2.2923671143152477E-6i
6.768750009458534                                 0.9684082559397444+2.5386591645715025E-6i
8.554672535565684                                 0.9684086851336504+2.7716023771316957E-6i
10.811807510766078                                0.9684091585242047+2.9865278210320802E-6i
13.664483492953257                                0.9684096728728099+3.1783581443395617E-6i
17.26983290659436                                 0.9684102236497034+3.341422447049476E-6i
21.826447283974872                                0.9684108039578712+3.470123734721121E-6i
27.58531617629184                                 0.9684114043991462+3.5607722515297764E-6i
34.863652276780876                                0.9684120147837553+3.6129419017906722E-6i
44.06236427773573                                 0.9684126261085797+3.628916079856931E-6i
55.68813990945273                                 0.9684132312129996+3.61229276115472E-6i
70.38135554931561                                 0.968413824536748+3.567101831538318E-6i
88.95134973108236                                 0.9684144018730314+3.4973803921480065E-6i
112.42100350620873                                0.9684149600812857+3.4068715039469884E-6i
142.08308325339223                                0.9684154968033916+3.2988504112700228E-6i
179.5714494371641                                 0.9684160101524438+3.1760810795767588E-6i
226.9510536694671                                 0.9684164984138897+3.040872750858272E-6i
286.83168133420116                                0.9684169597797441+2.8952607038261916E-6i
362.51170499885353                                0.9684173921735808+2.7413235149043537E-6i
458.1597669054491                                 0.9684177932169528+2.5815778794013974E-6i
579.0443980602489                                 0.9684181604036215+2.419352219685332E-6i
731.8242219076182                                 0.9684184913718151+2.259062091957291E-6i
924.9147277217335                                 0.9684187842488295+2.106352955662765E-6i
1168.9518164985777                                0.9684190379706885+1.968110711796982E-6i
1477.3776525985127                                0.9684192524924052+1.8523749321681997E-6i
1867.1810912919207                                0.9684194288674446+1.768223543917706E-6i
2359.8334667821937                                0.9684195691519508+1.7257180629107429E-6i
2982.471286216894                                 0.9684196761644754+1.7360039224191837E-6i
3769.3909753883636                                0.968419753138566+1.8116402713675437E-6i
4763.938010401341                                 0.9684198033712217+1.967208455219923E-6i
6020.894493336138                                 0.9684198299043628+2.2202188285209503E-6i
7609.496685459883                                 0.9684198352826514+2.5923205309680264E-6i
9617.248711152964                                 0.9684198214438782+3.1108200612031987E-6i
12154.742500762884                                0.9684197897020573+3.810534975325453E-6i
15361.749466718296                                0.9684197408392801+4.73603953746149E-6i
19414.919457438817                                0.9684196752659898+5.944400304825032E-6i
24537.51106639822                                 0.9684195932626333+7.5085389321990455E-6i
31011.689265747817                                0.9684194953016592+9.521407868782996E-6i
39194.06774847221                                 0.9684193824950478+1.2101214735010438E-5i
49535.352089591805                                0.9684192572212311+1.5397995110547883E-5i
62605.16572014828                                 0.9684191240768366+1.960189759660897E-5i
79123.42618981327                                 0.968418991330785+2.4953625163575285E-5i
100000                                            0.968418873210624+3.1757572258795866E-5i
