% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jan 24 2025, 11:23
% Table:              Table 1 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9606623791366081+1.3621690735112326E-7i
0.1263848202934298                                0.9606623803035002+1.7212858007256524E-7i
0.15973122800602543                               0.9606623821682092+2.174860761859868E-7i
0.2018760254679039                                0.9606623851422644+2.747518085585927E-7i
0.25514065200312885                               0.9606623898871263+3.470077218103279E-7i
0.32245905452963947                               0.960662397442742+4.380885396723131E-7i
0.4075392965871777                                0.9606624094594433+5.527205356671814E-7i
0.5150678076168125                                0.9606624285222106+6.96639512535216E-7i
0.6509675230458171                                0.9606624586438772+8.766314885179966E-7i
0.822724134170047                                 0.9606625059420887+1.1003873511014646E-6i
1.03979841848149                                  0.9606625795062818+1.3759849586689063E-6i
1.3141473626117568                                0.9606626923019275+1.7107283569483573E-6i
1.6608827826277157                                0.9606628616681109+2.109070378372073E-6i
2.0991037201085545                                0.9606631085645613+2.569635023842313E-6i
2.6529484644318972                                0.9606634544802672+3.082242199239464E-6i
3.3529241492495583                                0.9606639157129296+3.627225370019589E-6i
4.237587160604064                                 0.9606644974662217+4.179650851688255E-6i
5.355666917706899                                 0.960665192853586+4.717686947234563E-6i
6.768750009458534                                 0.960665989207457+5.2289145617101455E-6i
8.554672535565684                                 0.9606668765614199+5.708868671607482E-6i
10.811807510766078                                0.9606678509041301+6.154006430596328E-6i
13.664483492953257                                0.9606689107815691+6.555690268176941E-6i
17.26983290659436                                 0.9606700507405422+6.899264480983978E-6i
21.826447283974872                                0.9606712564721194+7.16900553097014E-6i
27.58531617629184                                 0.9606725062282612+7.355189786185082E-6i
34.863652276780876                                0.9606737770776193+7.456630856008132E-6i
44.06236427773573                                 0.9606750493084817+7.477779851027728E-6i
55.68813990945273                                 0.9606763067404542+7.4255480094393E-6i
70.38135554931561                                 0.9606775360384715+7.308178299971161E-6i
88.95134973108236                                 0.9606787266304053+7.134652505845138E-6i
112.42100350620873                                0.9606798705213314+6.913974600962785E-6i
142.08308325339223                                0.9606809619258746+6.654625174019154E-6i
179.5714494371641                                 0.9606819968055672+6.364158592140104E-6i
226.9510536694671                                 0.9606829722364673+6.048959089591648E-6i
286.83168133420116                                0.9606838856504321+5.714351924152736E-6i
362.51170499885353                                0.9606847342072177+5.365152274548531E-6i
458.1597669054491                                 0.9606855145634828+5.006490304564534E-6i
579.0443980602489                                 0.9606862230675646+4.644634439216934E-6i
731.8242219076182                                 0.9606868563063599+4.287601734065648E-6i
924.9147277217335                                 0.9606874117925738+3.945457965904468E-6i
1168.9518164985777                                0.9606878886213304+3.630295199584465E-6i
1477.3776525985127                                0.9606882879559564+3.3559551780360916E-6i
1867.1810912919207                                0.9606886131568547+3.1376451726370613E-6i
2359.8334667821937                                0.9606888695775064+2.991642522544822E-6i
2982.471286216894                                 0.9606890640079203+2.9352847511873196E-6i
3769.3909753883636                                0.9606892039571626+2.987397562075059E-6i
4763.938010401341                                 0.9606892968717728+3.169241464535474E-6i
6020.894493336138                                 0.9606893494761755+3.5059881515600674E-6i
7609.496685459883                                 0.9606893673211704+4.02869560896403E-6i
9617.248711152964                                 0.9606893545784356+4.776750452738952E-6i
12154.742500762884                                0.9606893140550996+5.800785092522104E-6i
15361.749466718296                                0.9606892473899904+7.166139294584852E-6i
19414.919457438817                                0.9606891554015548+8.95700764753734E-6i
24537.51106639822                                 0.9606890385216471+1.1281486940994377E-5i
31011.689265747817                                0.9606888973757628+1.427781237122041E-5i
39194.06774847221                                 0.9606887334825622+1.8122149179188564E-5i
49535.352089591805                                0.9606885502716902+2.3038393580784573E-5i
62605.16572014828                                 0.9606883545360634+2.9310536215447697E-5i
79123.42618981327                                 0.9606881586919064+3.7298247196323904E-5i
100000                                            0.9606879842800471+4.745648018611357E-5i
