% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 12 2024, 17:37
% Table:              Tabelle 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9732528649383348+2.4171930499028197E-8i
0.1263848202934298                                0.973252865190702+3.0541157846790195E-8i
0.15973122800602543                               0.9732528655930607+3.858227461768633E-8i
0.2018760254679039                                0.9732528662358417+4.8727696892696586E-8i
0.25514065200312885                               0.9732528672575282+6.151521872442178E-8i
0.32245905452963947                               0.9732528688802959+7.760728294956728E-8i
0.4075392965871777                                0.9732528714508308+9.780737078041409E-8i
0.5150678076168125                                0.9732528755025243+1.2306611965383853E-7i
0.6509675230458171                                0.9732528818385149+1.5446384222234187E-7i
0.822724134170047                                 0.973252891639708+1.9314898138317877E-7i
1.03979841848149                                  0.9732529065591539+2.4020830325246817E-7i
1.3141473626117568                                0.9732529287822385+2.9645420087293016E-7i
1.6608827826277157                                0.9732529609765816+3.62145051770133E-7i
2.0991037201085545                                0.973253006091037+4.3669247996267525E-7i
2.6529484644318972                                0.9732530669908627+5.184296282375189E-7i
3.3529241492495583                                0.9732531458827327+6.04559069696637E-7i
4.237587160604064                                 0.9732532436612131+6.91505286950525E-7i
5.355666917706899                                 0.9732533596004224+7.757689203412651E-7i
6.768750009458534                                 0.9732534917887227+8.54798745745661E-7i
8.554672535565684                                 0.9732536380062106+9.2720090126346E-7i
10.811807510766078                                0.9732537963112019+9.9235484861523E-7i
13.664483492953257                                0.9732539652020772+1.0499133803384555E-6i
17.26983290659436                                 0.9732541434520076+1.0993193435093018E-6i
21.826447283974872                                0.9732543295179749+1.139645509937841E-6i
27.58531617629184                                 0.9732545210846979+1.1701634218926078E-6i
34.863652276780876                                0.9732547154366721+1.1910919485621033E-6i
44.06236427773573                                 0.9732549103146946+1.2036130734790851E-6i
55.68813990945273                                 0.9732551043305832+1.2092639909531865E-6i
70.38135554931561                                 0.973255296833386+1.2094017851217741E-6i
88.95134973108236                                 0.9732554876118314+1.2049640985167565E-6i
112.42100350620873                                0.9732556766071381+1.1963950688972927E-6i
142.08308325339223                                0.9732558636362046+1.1836982422488265E-6i
179.5714494371641                                 0.9732560481832471+1.1666201859922771E-6i
226.9510536694671                                 0.9732562293165684+1.1448951535213525E-6i
286.83168133420116                                0.9732564057244399+1.118471200330364E-6i
362.51170499885353                                0.9732565758096747+1.0876851626819407E-6i
458.1597669054491                                 0.9732567378074725+1.0533908384337816E-6i
579.0443980602489                                 0.9732568899184211+1.0170527371659377E-6i
731.8242219076182                                 0.9732570304361481+9.80811593119903E-7i
924.9147277217335                                 0.9732571578688459+9.475272599757613E-7i
1168.9518164985777                                0.9732572710348093+9.208080859570472E-7i
1477.3776525985127                                0.9732573691294105+9.050425041743691E-7i
1867.1810912919207                                0.9732574517498171+9.054511357685574E-7i
2359.8334667821937                                0.973257518875604+9.28183769463443E-7i
2982.471286216894                                 0.9732575708150171+9.804882333446295E-7i
3769.3909753883636                                0.9732576081148278+1.070978854830109E-6i
4763.938010401341                                 0.9732576314583722+1.2100320620973649E-6i
6020.894493336138                                 0.9732576415616465+1.410334710384904E-6i
7609.496685459883                                 0.9732576390796135+1.6876113614489226E-6i
9617.248711152964                                 0.9732576245427412+2.061561240037581E-6i
12154.742500762884                                0.9732575983309021+2.5570417114439347E-6i
15361.749466718296                                0.9732575606801335+3.2055493162558186E-6i
19414.919457438817                                0.9732575117436093+4.0470660466882215E-6i
24537.51106639822                                 0.973257451702436+5.132361184786322E-6i
31011.689265747817                                0.9732573809400779+6.525868508837878E-6i
39194.06774847221                                 0.9732573003049737+8.309294866597572E-6i
49535.352089591805                                0.9732572115210519+1.0586158520446503E-5i
62605.16572014828                                 0.9732571177896202+1.3487506251622213E-5i
79123.42618981327                                 0.9732570247683614+1.717911575829452E-5i
100000                                            0.9732569420713737+2.1870558498941765E-5i
