% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 13 2024, 10:54
% Table:              Tabelle 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9611729008425673+1.3252811740814958E-7i
0.1263848202934298                                0.9611729020035972+1.674653592820817E-7i
0.15973122800602543                               0.9611729038579117+2.1159016289678892E-7i
0.2018760254679039                                0.9611729068152958+2.672956439742902E-7i
0.25514065200312885                               0.9611729115313395+3.375750479196598E-7i
0.32245905452963947                               0.9611729190408725+4.261488645785671E-7i
0.4075392965871777                                0.9611729309764669+5.375950751642209E-7i
0.5150678076168125                                0.9611729498966766+6.774553387949947E-7i
0.6509675230458171                                0.9611729797528316+8.522601451577543E-7i
0.822724134170047                                 0.9611730265482507+1.0693663344915715E-6i
1.03979841848149                                  0.961173099144353+1.3364304908153985E-6i
1.3141473626117568                                0.9611732100682029+1.6602751121073118E-6i
1.6608827826277157                                0.9611733759135336+2.044922303581381E-6i
2.0991037201085545                                0.961173616559835+2.4888502433835645E-6i
2.6529484644318972                                0.9611739522542395+2.9823119767579446E-6i
3.3529241492495583                                0.9611743983506232+3.506768625382791E-6i
4.237587160604064                                 0.9611749599045946+4.038785201106234E-6i
5.355666917706899                                 0.961175630740705+4.5577277388237345E-6i
6.768750009458534                                 0.9611763992459723+5.051581111155896E-6i
8.554672535565684                                 0.9611772561731533+5.515610911008927E-6i
10.811807510766078                                0.9611781975864307+5.9459144712192636E-6i
13.664483492953257                                0.961179221745751+6.3339404309846774E-6i
17.26983290659436                                 0.961180323093585+6.665656023739938E-6i
21.826447283974872                                0.9611814877665739+6.9261048210324796E-6i
27.58531617629184                                 0.9611826948705442+7.106009917199602E-6i
34.863652276780876                                0.9611839223409397+7.204225240143463E-6i
44.06236427773573                                 0.9611851511750767+7.225043936601363E-6i
55.68813990945273                                 0.9611863657717644+7.175158036992129E-6i
70.38135554931561                                 0.96118755331429+7.062535121923877E-6i
88.95134973108236                                 0.961188703641294+6.895831566245097E-6i
112.42100350620873                                0.9611898090813196+6.6837052666185715E-6i
142.08308325339223                                0.9611908640702966+6.434294734207034E-6i
179.5714494371641                                 0.9611918647106249+6.154839662240819E-6i
226.9510536694671                                 0.961192808159101+5.8514568057706015E-6i
286.83168133420116                                0.9611936918950004+5.5292555868387254E-6i
362.51170499885353                                0.9611945131299063+5.192872082920941E-6i
458.1597669054491                                 0.9611952685789059+4.847265907641298E-6i
579.0443980602489                                 0.9611959546693228+4.498513591350423E-6i
731.8242219076182                                 0.9611965680585156+4.154396290266882E-6i
924.9147277217335                                 0.9611971062972586+3.82468947510898E-6i
1168.9518164985777                                0.9611975684748364+3.521142757976876E-6i
1477.3776525985127                                0.9611979556723609+3.257216509841598E-6i
1867.1810912919207                                0.9611982711004531+3.0477151176153734E-6i
2359.8334667821937                                0.961198519892844+2.9085075856768205E-6i
2982.471286216894                                 0.9611987085832923+2.8565244960365E-6i
3769.3909753883636                                0.9611988443970141+2.910179942707093E-6i
4763.938010401341                                 0.9611989345079146+3.090295881257853E-6i
6020.894493336138                                 0.9611989853992976+3.4215408884074206E-6i
7609.496685459883                                 0.9611990024256278+3.934354997805195E-6i
9617.248711152964                                 0.961198989611126+4.667331385942322E-6i
12154.742500762884                                0.9611989496636589+5.670063800285488E-6i
15361.749466718296                                0.9611988841677579+7.0065281373478795E-6i
19414.919457438817                                0.9611987939134148+8.759136742211938E-6i
24537.51106639822                                 0.9611986793269085+1.1033675689369074E-5i
31011.689265747817                                0.9611985410171795+1.3965406189578269E-5i
39194.06774847221                                 0.9611983804808737+1.7726687141500525E-5i
49535.352089591805                                0.9611982010767394+2.2536563246003697E-5i
62605.16572014828                                 0.9611980094550732+2.8672860202375424E-5i
79123.42618981327                                 0.9611978177592663+3.6487433189021605E-5i
100000                                            0.9611976470502192+4.642534697293178E-5i
