% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jun 18 2025, 12:44
% Table:              Table 1 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.974369941329118+1.3941749096094865E-8i
0.1263848202934298                                0.9743699414479255+1.7617515100506448E-8i
0.15973122800602543                               0.9743699416368591+2.2260337890531213E-8i
0.2018760254679039                                0.9743699419389319+2.8122541696248945E-8i
0.25514065200312885                               0.9743699424210842+3.552015762308801E-8i
0.32245905452963947                               0.9743699431887753+4.484684794537018E-8i
0.4075392965871777                                0.9743699444124081+5.65886480300056E-8i
0.5150678076168125                                0.974369946353913+7.133700811311953E-8i
0.6509675230458171                                0.974369949425954+8.979455531008312E-8i
0.822724134170047                                 0.9743699542644+1.1276244745498172E-7i
1.03979841848149                                  0.9743699618179908+1.4108929594565676E-7i
1.3141473626117568                                0.9743699734615967+1.7555043087201847E-7i
1.6608827826277157                                0.9743699910675142+2.1662075825057848E-7i
2.0991037201085545                                0.9743700169511073+2.641283343270377E-7i
2.6529484644318972                                0.9743700535514064+3.1686941486225174E-7i
3.3529241492495583                                0.9743701027569077+3.7243727069331946E-7i
4.237587160604064                                 0.9743701651081779+4.2761360279705106E-7i
5.355666917706899                                 0.9743702394480509+4.793712913640593E-7i
6.768750009458534                                 0.9743703234517469+5.258818558377449E-7i
8.554672535565684                                 0.9743704147001832+5.667646038544396E-7i
10.811807510766078                                0.9743705114564335+6.025663874976182E-7i
13.664483492953257                                0.974370612843253+6.340128771619698E-7i
17.26983290659436                                 0.9743707185200419+6.614059289350988E-7i
21.826447283974872                                0.9743708280038083+6.844919470529476E-7i
27.58531617629184                                 0.974370940224075+7.029850177018714E-7i
34.863652276780876                                0.9743710537880942+7.17211237293354E-7i
44.06236427773573                                 0.9743711676550192+7.28150046311649E-7i
55.68813990945273                                 0.9743712814672135+7.369554793322368E-7i
70.38135554931561                                 0.9743713954278991+7.445181861730583E-7i
88.95134973108236                                 0.9743715100251547+7.512711584537406E-7i
112.42100350620873                                0.9743716257646392+7.571433478769409E-7i
142.08308325339223                                0.974371742903686+7.616354684765487E-7i
179.5714494371641                                 0.9743718612527076+7.640276038177973E-7i
226.9510536694671                                 0.9743719801324207+7.636457920934742E-7i
286.83168133420116                                0.9743720984503236+7.600899647347297E-7i
362.51170499885353                                0.974372214834684+7.533793462335652E-7i
458.1597669054491                                 0.9743723277754137+7.44028785592743E-7i
579.0443980602489                                 0.9743724357332898+7.33089463514221E-7i
731.8242219076182                                 0.9743725372413554+7.221769955524875E-7i
924.9147277217335                                 0.9743726309637852+7.134991917656555E-7i
1168.9518164985777                                0.9743727157571938+7.098948305985941E-7i
1477.3776525985127                                0.9743727906882977+7.148945202562816E-7i
1867.1810912919207                                0.9743728550625603+7.32813423656195E-7i
2359.8334667821937                                0.974372908409182+7.688851471324287E-7i
2982.471286216894                                 0.9743729504748412+8.294504310180262E-7i
3769.3909753883636                                0.9743729811924223+9.22218139626018E-7i
4763.938010401341                                 0.9743730006343743+1.056619376985057E-6i
6020.894493336138                                 0.9743730089618342+1.2442803271459745E-6i
7609.496685459883                                 0.9743730063775127+1.4996438132273202E-6i
9617.248711152964                                 0.9743729930793589+1.840774674469004E-6i
12154.742500762884                                0.9743729692305371+2.290389030945521E-6i
15361.749466718296                                0.9743729349568888+2.877159444168026E-6i
19414.919457438817                                0.9743728903773184+3.637359049054495E-6i
24537.51106639822                                 0.9743728356776592+4.61692750299696E-6i
31011.689265747817                                0.9743727712459942+5.874065483783258E-6i
39194.06774847221                                 0.9743726978948914+7.482493693540946E-6i
49535.352089591805                                0.9743726172162864+9.535552711882047E-6i
62605.16572014828                                 0.9743725321130581+1.2151361707932922E-5i
79123.42618981327                                 0.9743724476731734+1.5479317490323432E-5i
100000                                            0.9743723725040254+1.9708269387828645E-5i
