% Model:              one_particle_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 12 2024, 14:55
% Table:              Tabelle 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9846325457679974+1.0537066967257874E-8i
0.1263848202934298                                0.9846325458420983+1.331564893528123E-8i
0.15973122800602543                               0.9846325459601848+1.682572228108413E-8i
0.2018760254679039                                0.9846325461490003+2.1258631104681748E-8i
0.25514065200312885                               0.9846325464496841+2.6854524679458647E-8i
0.32245905452963947                               0.9846325469296271+3.39135444405476E-8i
0.4075392965871777                                0.9846325476930277+4.280828514371453E-8i
0.5150678076168125                                0.9846325489065207+5.399626175480153E-8i
0.6509675230458171                                0.9846325508285536+6.802935196061417E-8i
0.822724134170047                                 0.9846325538584277+8.555395648426529E-8i
1.03979841848149                                  0.9846325585981163+1.0729033622070982E-7i
1.3141473626117568                                0.9846325659274435+1.3397268722518205E-7i
1.6608827826277157                                0.9846325770643432+1.6622727893142173E-7i
2.0991037201085545                                0.9846325935639019+2.043776067096512E-7i
2.6529484644318972                                0.9846326171733029+2.482162296586822E-7i
3.3529241492495583                                0.9846326494917367+2.96879354751204E-7i
4.237587160604064                                 0.984632691554982+3.490184743424857E-7i
5.355666917706899                                 0.9846327436631432+4.0329780458815786E-7i
6.768750009458534                                 0.98463280570216+4.5886765449667195E-7i
8.554672535565684                                 0.9846328777382922+5.153608138191413E-7i
10.811807510766078                                0.9846329603595947+5.724054220964171E-7i
13.664483492953257                                0.9846330545234593+6.290365559445222E-7i
17.26983290659436                                 0.9846331609902343+6.833700312252344E-7i
21.826447283974872                                0.9846332796241954+7.328136885737837E-7i
27.58531617629184                                 0.9846334090967133+7.747579835150405E-7i
34.863652276780876                                0.9846335471865485+8.071678972651709E-7i
44.06236427773573                                 0.984633691225046+8.287054092704114E-7i
55.68813990945273                                 0.984633838300123+8.386800233492688E-7i
70.38135554931561                                 0.9846339854033024+8.370932757336738E-7i
88.95134973108236                                 0.9846341296696959+8.246493057775724E-7i
112.42100350620873                                0.9846342685973951+8.026405250879917E-7i
142.08308325339223                                0.9846344001803339+7.727739182744533E-7i
179.5714494371641                                 0.9846345229594538+7.369924880966594E-7i
226.9510536694671                                 0.9846346360015911+6.973188352302716E-7i
286.83168133420116                                0.9846347388342399+6.557406278837741E-7i
362.51170499885353                                0.9846348313537995+6.141457882227619E-7i
458.1597669054491                                 0.9846349137284302+5.743051004820475E-7i
579.0443980602489                                 0.984634986308433+5.378950183494833E-7i
731.8242219076182                                 0.9846350495502878+5.065518044796329E-7i
924.9147277217335                                 0.9846351039568264+4.819501488502089E-7i
1168.9518164985777                                0.9846351500343843+4.659020981246749E-7i
1477.3776525985127                                0.9846351882603295+4.6047572333360176E-7i
1867.1810912919207                                0.9846352190627657+4.681343870383315E-7i
2359.8334667821937                                0.9846352428088884+4.919013802115282E-7i
2982.471286216894                                 0.9846352597964424+5.355572987833664E-7i
3769.3909753883636                                0.9846352702527678+6.03879266824522E-7i
4763.938010401341                                 0.9846352743321092+7.029347256172808E-7i
6020.894493336138                                 0.9846352721218802+8.404457041666225E-7i
7609.496685459883                                 0.984635263645788+1.0262441774657788E-6i
9617.248711152964                                 0.9846352488748433+1.2728427818075178E-6i
12154.742500762884                                0.9846352277408755+1.5961528537101177E-6i
15361.749466718296                                0.9846352001637778+2.016389039801832E-6i
19414.919457438817                                0.98463516608575+2.5592108441542243E-6i
24537.51106639822                                 0.9846351255341054+3.2571631270903264E-6i
31011.689265747817                                0.9846350787176528+4.1514943746725926E-6i
39194.06774847221                                 0.9846350261797054+5.294451059260714E-6i
49535.352089591805                                0.9846349690426658+6.752172486792602E-6i
62605.16572014828                                 0.9846349093929141+8.608341232380425E-6i
79123.42618981327                                 0.9846348508942381+1.0968782525662018E-5i
100000                                            0.9846347997534072+1.3967252847610584E-5i
