% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 12 2024, 15:23
% Table:              Tabelle 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9729016029897105+1.638438965119564E-7i
0.1263848202934298                                0.972901603291685+2.0707262974937317E-7i
0.15973122800602543                               0.9729016037739743+2.6170597986704395E-7i
0.2018760254679039                                0.9729016045444663+3.3075180546011995E-7i
0.25514065200312885                               0.9729016057750597+4.180103310733517E-7i
0.32245905452963947                               0.9729016077405613+5.282819362387572E-7i
0.4075392965871777                                0.972901610879828+6.676284718280783E-7i
0.5150678076168125                                0.9729016158933884+8.437009037402925E-7i
0.6509675230458171                                0.9729016238995971+1.0661481269459814E-6i
0.822724134170047                                 0.9729016366830373+1.347123001822229E-6i
1.03979841848149                                  0.9729016570891529+1.7019004940732921E-6i
1.3141473626117568                                0.9729016896511825+2.1496158911629787E-6i
1.6608827826277157                                0.9729017415789621+2.7141116188551585E-6i
2.0991037201085545                                0.9729018243105794+3.424835676334509E-6i
2.6529484644318972                                0.9729019559171255+4.317637137261822E-6i
3.3529241492495583                                0.9729021647630834+5.435106948521349E-6i
4.237587160604064                                 0.9729024949030236+6.825735174988657E-6i
5.355666917706899                                 0.9729030136104603+8.540485035673783E-6i
6.768750009458534                                 0.972903820835967+1.0624326604384713E-5i
8.554672535565684                                 0.9729050585603937+1.3098991977486966E-5i
10.811807510766078                                0.9729069138627131+1.593278943197566E-5i
13.664483492953257                                0.9729096025901126+1.8996943159883163E-5i
17.26983290659436                                 0.9729133145971901+2.202126042907618E-5i
21.826447283974872                                0.9729181106153456+2.458690236362645E-5i
27.58531617629184                                 0.9729238042692442+2.62101522017929E-5i
34.863652276780876                                0.9729299248104945+2.652787971917748E-5i
44.06236427773573                                 0.9729358464058351+2.5483240010092106E-5i
55.68813990945273                                 0.9729410299160502+2.3356408207311653E-5i
70.38135554931561                                 0.9729452001954804+2.061065666159528E-5i
88.95134973108236                                 0.972948352907491+1.7689364709950428E-5i
112.42100350620873                                0.9729506457036701+1.4898901817527972E-5i
142.08308325339223                                0.9729522822530952+1.239758792778586E-5i
179.5714494371641                                 0.972953445065385+1.0238509669969805E-5i
226.9510536694671                                 0.9729542746271075+8.416565318345538E-6i
286.83168133420116                                0.9729548716393397+6.900170020677241E-6i
362.51170499885353                                0.9729553054484746+5.648946419758232E-6i
458.1597669054491                                 0.9729556227428966+4.6230650324306265E-6i
579.0443980602489                                 0.9729558550774164+3.7874278322264243E-6i
731.8242219076182                                 0.972956024425883+3.1126899274227006E-6i
924.9147277217335                                 0.9729561467139562+2.5748735154014172E-6i
1168.9518164985777                                0.9729562338948938+2.1546298890386514E-6i
1477.3776525985127                                0.9729562951325961+1.8365760769588326E-6i
1867.1810912919207                                0.9729563374838901+1.6088403125552801E-6i
2359.8334667821937                                0.9729563663336961+1.4628217462296155E-6i
2982.471286216894                                 0.972956385718467+1.3931226717277502E-6i
3769.3909753883636                                0.9729563986005004+1.397612300435382E-6i
4763.938010401341                                 0.9729564071092275+1.4776028831454318E-6i
6020.894493336138                                 0.9729564127515011+1.6381427482933685E-6i
7609.496685459883                                 0.9729564165876647+1.8884504821349588E-6i
9617.248711152964                                 0.9729564193772192+2.2425269778044827E-6i
12154.742500762884                                0.9729564216972165+2.7199935629576833E-6i
15361.749466718296                                0.9729564240450328+3.347213523996988E-6i
19414.919457438817                                0.9729564269359384+4.158768358687726E-6i
24537.51106639822                                 0.9729564310116428+5.199375857908562E-6i
31011.689265747817                                0.972956437180913+6.526359766772099E-6i
39194.06774847221                                 0.9729564468208827+8.212809165421193E-6i
49535.352089591805                                0.9729564620846466+1.035160193861978E-5i
62605.16572014828                                 0.9729564863810455+1.3060512379394601E-5i
79123.42618981327                                 0.9729565251362714+1.648868022986834E-5i
100000                                            0.972956587005115+2.0824787757927485E-5i
