% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jan 24 2025, 15:41
% Table:              Table 1 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9737643550208462+1.509118432586562E-7i
0.1263848202934298                                0.9737643552992896+1.9072856960384578E-7i
0.15973122800602543                               0.9737643557440525+2.4104975476477775E-7i
0.2018760254679039                                0.9737643564545898+3.04645847765094E-7i
0.25514065200312885                               0.9737643575892952+3.850171208669438E-7i
0.32245905452963947                               0.9737643594018448+4.865850561489283E-7i
0.4075392965871777                                0.9737643622966337+6.149330314970964E-7i
0.5150678076168125                                0.9737643669198645+7.771080970077549E-7i
0.6509675230458171                                0.9737643743027757+9.81997502947771E-7i
0.822724134170047                                 0.9737643860908907+1.240794762610826E-6i
1.03979841848149                                  0.9737644049082823+1.5675689351327427E-6i
1.3141473626117568                                0.9737644349351241+1.9799444383493638E-6i
1.6608827826277157                                0.9737644828199968+2.4998807501780055E-6i
2.0991037201085545                                0.9737645591103973+3.154499381267597E-6i
2.6529484644318972                                0.9737646804704746+3.976815481420689E-6i
3.3529241492495583                                0.9737648730562231+5.006049557153714E-6i
4.237587160604064                                 0.9737651774922504+6.286846916720235E-6i
5.355666917706899                                 0.9737656558138315+7.866113793700849E-6i
6.768750009458534                                 0.9737664001886486+9.785203584914842E-6i
8.554672535565684                                 0.9737675415397674+1.2064004779374621E-5i
10.811807510766078                                0.973769252370931+1.4673090130954964E-5i
13.664483492953257                                0.9737717316945695+1.749343234615169E-5i
17.26983290659436                                 0.973775154502656+2.027549139758983E-5i
21.826447283974872                                0.9737795765908214+2.263252125046215E-5i
27.58531617629184                                 0.9737848256322643+2.4117837486296136E-5i
34.863652276780876                                0.9737904666651327+2.43959804485869E-5i
44.06236427773573                                 0.9737959212630309+2.3414236671027648E-5i
55.68813990945273                                 0.9738006906511948+2.14313055652392E-5i
70.38135554931561                                 0.9738045195790839+1.8875564403723923E-5i
88.95134973108236                                 0.9738074031007636+1.6157837325705162E-5i
112.42100350620873                                0.973809486672124+1.3563017338402871E-5i
142.08308325339223                                0.973810959322131+1.123921992637295E-5i
179.5714494371641                                 0.97381199128999+9.236684789235963E-6i
226.9510536694671                                 0.9738127141344601+7.551093485582658E-6i
286.83168133420116                                0.973813222450876+6.153153409650096E-6i
362.51170499885353                                0.9738135816766015+5.0051770974319955E-6i
458.1597669054491                                 0.9738138361650641+4.069724837703735E-6i
579.0443980602489                                 0.9738140160542079+3.3134669197018626E-6i
731.8242219076182                                 0.9738141423028044+2.7082113708948832E-6i
924.9147277217335                                 0.9738142299172104+2.230667606934931E-6i
1168.9518164985777                                0.9738142898849614+1.8618828252749215E-6i
1477.3776525985127                                0.9738143303252971+1.5867278971107397E-6i
1867.1810912919207                                0.9738143572086083+1.3935404707347826E-6i
2359.8334667821937                                0.9738143748568868+1.2739233533337876E-6i
2982.471286216894                                 0.9738143863320718+1.2226636889131707E-6i
3769.3909753883636                                0.9738143937554601+1.2377472467854425E-6i
4763.938010401341                                 0.9738143985708843+1.3204645525874358E-6i
6020.894493336138                                 0.9738144017516277+1.4756259060237407E-6i
7609.496685459883                                 0.9738144039607007+1.7119154780379269E-6i
9617.248711152964                                 0.9738144056694468+2.042421834676762E-6i
12154.742500762884                                0.973814407249751+2.4853883775138123E-6i
15361.749466718296                                0.973814409050133+3.0652343613091682E-6i
19414.919457438817                                0.9738144114708512+3.8139084587542943E-6i
24537.51106639822                                 0.9738144150518053+4.7726527229693524E-6i
31011.689265747817                                0.97381442059256+5.994275779845374E-6i
39194.06774847221                                 0.9738144293304515+7.546060823307606E-6i
49535.352089591805                                0.9738144432171081+9.513468161954316E-6i
62605.16572014828                                 0.9738144653541035+1.200483450510799E-5i
79123.42618981327                                 0.9738145006852506+1.5157323465030811E-5i
100000                                            0.9738145571008039+1.9144446365811465E-5i
