% Model:              two_particles_2d.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 12 2024, 15:45
% Table:              Tabelle 2 - Linienintegration 1
% w                                               (-D*F*u21y+D*F*u22y-F*mu*(c0+u21)*u23y-F*mu*(c0+u22)*u23y)/(sigma0*E0*2*L) (1)
0.1                                               0.9702476651262499+2.035570373978629E-7i
0.1263848202934298                                0.9702476655004313+2.572637437261495E-7i
0.15973122800602543                               0.9702476660980045+3.251393578968426E-7i
0.2018760254679039                                0.9702476670527295+4.109208184652896E-7i
0.25514065200312885                               0.97024766857754+5.193294347096448E-7i
0.32245905452963947                               0.9702476710130364+6.56329230122495E-7i
0.4075392965871777                                0.9702476749028638+8.294513138906474E-7i
0.5150678076168125                                0.970247681115196+1.048201300834914E-6i
0.6509675230458171                                0.9702476910356937+1.3245669571148834E-6i
0.822724134170047                                 0.9702477068756364+1.673647235099834E-6i
1.03979841848149                                  0.9702477321608954+2.1144203514360422E-6i
1.3141473626117568                                0.9702477725084415+2.6706612929775513E-6i
1.6608827826277157                                0.9702478368522067+3.371994854591378E-6i
2.0991037201085545                                0.9702479393649951+4.255013438181199E-6i
2.6529484644318972                                0.970248102438803+5.364268799646918E-6i
3.3529241492495583                                0.9702483612202498+6.7527021277518675E-6i
4.237587160604064                                 0.9702487702978176+8.480610200308896E-6i
5.355666917706899                                 0.9702494130314405+1.0611414553027454E-5i
6.768750009458534                                 0.9702504132735292+1.3201191124160565E-5i
8.554672535565684                                 0.9702519469630808+1.627733231376267E-5i
10.811807510766078                                0.9702542459409187+1.9801190202898413E-5i
13.664483492953257                                0.970257577752824+2.3614048146442434E-5i
17.26983290659436                                 0.9702621778970211+2.7382284425211387E-5i
21.826447283974872                                0.9702681222593481+3.058849659597423E-5i
27.58531617629184                                 0.9702751813145756+3.2635234103364984E-5i
34.863652276780876                                0.9702827744011842+3.307438437321239E-5i
44.06236427773573                                 0.9702901300807589+3.183641554740713E-5i
55.68813990945273                                 0.970296585233481+2.9267466576965814E-5i
70.38135554931561                                 0.9703018035995639+2.593799846247014E-5i
88.95134973108236                                 0.9703057827129884+2.2391404242063176E-5i
112.42100350620873                                0.9703087176984552+1.9000045425598322E-5i
142.08308325339223                                0.9703108572279406+1.5953603016746E-5i
179.5714494371641                                 0.9703124215445338+1.331390170529774E-5i
226.9510536694671                                 0.970313578590295+1.1073401899934963E-5i
286.83168133420116                                0.9703144478287076+9.19343517335491E-6i
362.51170499885353                                0.9703151105981691+7.625327023908227E-6i
458.1597669054491                                 0.970315620732776+6.321890256734391E-6i
579.0443980602489                                 0.9703160141154165+5.242594048938977E-6i
731.8242219076182                                 0.9703163158222432+4.354559400009394E-6i
924.9147277217335                                 0.9703165445935975+3.631706551443484E-6i
1168.9518164985777                                0.9703167153465546+3.0534779869168556E-6i
1477.3776525985127                                0.9703168404523409+2.6037160659341633E-6i
1867.1810912919207                                0.9703169303047975+2.269908896546164E-6i
2359.8334667821937                                0.9703169935531648+2.0428321010802217E-6i
2982.471286216894                                 0.9703170372272325+1.916521462378172E-6i
3769.3909753883636                                0.9703170668713486+1.8884890219369907E-6i
4763.938010401341                                 0.9703170867217911+1.960114183514925E-6i
6020.894493336138                                 0.9703170999225069+2.137176730006483E-6i
7609.496685459883                                 0.9703171087554548+2.4305365400043972E-6i
9617.248711152964                                 0.9703171148636383+2.856996453500984E-6i
12154.742500762884                                0.9703171194551145+3.4404091550832832E-6i
15361.749466718296                                0.9703171234838314+4.213108022049762E-6i
19414.919457438817                                0.9703171278182113+5.217759571144416E-6i
24537.51106639822                                 0.970317133412713+6.509754946585818E-6i
31011.689265747817                                0.9703171415114172+8.160283110762821E-6i
39194.06774847221                                 0.970317153920752+1.026026203060237E-5i
49535.352089591805                                0.9703171734115769+1.2925347416536861E-5i
62605.16572014828                                 0.9703172043365637+1.6302294756700378E-5i
79123.42618981327                                 0.9703172536023155+2.057702032058962E-5i
100000                                            0.9703173322105374+2.5984793295059793E-5i
